ID,Latitude_start,Longitude_start,Year_start,Month_start,Season,Zones,x_start,y_start,Latitude_end,Longitude_end,Year_end,Month_end,x_end,y_end,Duration,Distance,Distance_draw
AL071991,10.4,-25.8,1991,9,Autumn,Atlantic,-2872042.862466458,1164132.904452777,16.0,-58.1,1991,9,-6467662.415089196,1804722.766257292,4 days 12:00:00.000000000,3622.9038587501786,152161.9620675075
AL081991,24.2,-49.1,1991,9,Autumn,Atlantic,-5465786.997949733,2777797.98711139,39.5,-21.5,1991,9,-2393369.052055382,4793547.459104806,4 days 00:00:00.000000000,3413.9069263054325,143384.09090482816
AL091991,18.9,-85.7,1991,10,Autumn,Mexico_Caribean,-9540080.360983547,2143166.0658230092,30.0,-75.5,1991,10,-8404621.554892154,3503549.843504374,2 days 00:00:00.000000000,1660.3219910907494,69733.52362581147
AL101991,13.4,-42.3,1991,10,Autumn,Atlantic,-4708814.460555472,1505468.571795933,14.1,-47.7,1991,10,-5309939.7108391505,1585691.7893914054,1 days 00:00:00.000000000,601.1965907366985,25250.256810941333
AL111991,27.1,-64.9,1991,10,Autumn,Atlantic,-7224634.952483456,3135970.9925276837,32.5,-59.0,1991,10,-6567849.956803141,3829123.8370284378,4 days 00:00:00.000000000,873.3964835828882,36682.6523104813
AL121991,44.0,-59.0,1991,10,Autumn,Atlantic,-6567849.956803141,5465442.183322749,46.3,-62.6,1991,11,-6968600.123658926,5828555.457219468,5 days 00:00:00.000000000,449.4967126806395,18878.86193258686
AL011992,24.0,-59.0,1992,4,Spring,Atlantic,-6567849.956803141,2753408.109364979,25.7,-61.1,1992,4,-6801620.887469016,2961971.8533237535,3 days 06:00:00.000000000,296.2086378760487,12440.762790794046
AL021992,24.5,-85.5,1992,6,Summer,Mexico_Caribean,-9517816.46282489,2814454.732309769,28.5,-82.9,1992,6,-9228385.786762381,3312159.8598184385,1 days 00:00:00.000000000,526.3640182465019,22107.288766353082
AL031992,28.6,-62.1,1992,7,Summer,Atlantic,-6912940.37826229,3324832.8408428603,31.2,-58.0,1992,7,-6456530.466009867,3658750.280282992,1 days 18:00:00.000000000,526.9049461579918,22130.007738635657
AL041992,10.8,-35.5,1992,8,Summer,Atlantic,-3951841.923161212,1209433.8422168798,35.4,-84.0,1992,8,-9350837.226634981,4218373.287173401,11 days 12:00:00.000000000,5992.954794246166,251704.10135833896
AL051992,33.8,-59.0,1992,9,Autumn,Atlantic,-6567849.956803141,4001978.423556841,38.0,-24.0,1992,10,-2671667.779038566,4579425.812870097,15 days 00:00:00.000000000,3727.1278131968115,156539.3681542661
AL061992,30.0,-33.0,1992,9,Autumn,Atlantic,-3673543.1961780284,3503549.843504374,49.5,-13.5,1992,9,-1502813.1257091933,6360130.74092142,7 days 06:00:00.000000000,2983.6838131144646,125314.72015080751
AL071992,32.5,-74.6,1992,9,Autumn,Atlantic,-8304434.013178209,3829123.8370284378,40.5,-76.5,1992,9,-8515941.04568543,4938869.175786295,4 days 00:00:00.000000000,911.9484011399695,38301.83284787872
AL081992,11.0,-34.7,1992,9,Autumn,Atlantic,-3862786.3305265936,1232106.80189676,27.6,-42.3,1992,10,-4708814.460555472,3198635.9028256666,6 days 00:00:00.000000000,2026.6236925030278,85118.19508512717
AL091992,26.2,-69.1,1992,9,Autumn,Atlantic,-7692176.8138152035,3023872.9604291576,28.4,-62.9,1992,10,-7001995.970896908,3299498.8824963197,7 days 00:00:00.000000000,713.232332334595,29955.75795805299
AL101992,26.3,-60.8,1992,10,Autumn,Atlantic,-6768225.040231033,3036284.923313025,43.0,-7.0,1992,10,-779236.4355529151,5311971.846945471,7 days 12:00:00.000000000,6011.470616820805,252481.7659064738
AL011993,21.5,-84.0,1993,5,Spring,Mexico_Caribean,-9350837.226634981,2451599.0873778537,28.8,-65.3,1993,6,-7269162.748800765,3350215.060088937,2 days 12:00:00.000000000,2186.9463830516834,91851.7480881707
AL021993,20.5,-91.9,1993,6,Summer,Mexico_Caribean,-10230261.203901842,2332357.8126193313,27.1,-98.3,1993,6,-10942705.944978792,3135970.9925276837,3 days 06:00:00.000000000,1011.993299745558,42503.71858931344
AL031993,10.4,-40.3,1993,8,Summer,Atlantic,-4486175.478968925,1164132.904452777,12.2,-86.8,1993,8,-9662531.800856147,1368478.1897511792,7 days 00:00:00.000000000,5148.16097328137,216222.76087781755
AL041993,14.1,-59.5,1993,8,Summer,Atlantic,-6623509.702199778,1585691.7893914054,18.8,-71.3,1993,8,-7937079.693560406,2131403.2476535104,2 days 12:00:00.000000000,1400.196931785778,58808.27113500267
AL051993,19.9,-52.6,1993,8,Summer,Atlantic,-5855405.21572619,2261188.30930251,39.8,-49.4,1993,9,-5499182.845187714,4836921.246399851,14 days 18:00:00.000000000,2239.651871489793,94065.3786025713
AL061993,13.6,-30.8,1993,8,Summer,Atlantic,-3428640.316432826,1528365.1158970057,22.2,-44.5,1993,8,-4953717.340300675,2535554.6198507366,5 days 00:00:00.000000000,1784.37106055353,74943.58454324826
AL071993,24.7,-67.5,1993,9,Autumn,Atlantic,-7514065.628545967,2838941.1269646604,48.0,-5.0,1993,9,-556597.4539663679,6106854.83488507,5 days 12:00:00.000000000,7118.340806927189,298970.31389094196
AL081993,10.6,-80.7,1993,9,Autumn,Mexico_Caribean,-8983482.907017179,1186775.9750006357,20.8,-104.7,1993,9,-11655150.686055744,2368046.639617785,7 days 00:00:00.000000000,2880.4276318006687,120977.96053562808
AL091993,26.7,-61.8,1993,9,Autumn,Atlantic,-6879544.531024307,3086040.4513291907,46.0,-42.0,1993,9,-4675418.613317491,5780349.220256355,3 days 00:00:00.000000000,3004.4314710909066,126186.12178581808
AL101993,30.0,-63.2,1993,9,Autumn,Atlantic,-7035391.818134891,3503549.843504374,39.6,-62.2,1993,9,-6924072.327341617,4807984.493190497,1 days 00:00:00.000000000,1072.7463069138128,45055.34489038013
AL011994,21.7,-83.6,1994,6,Summer,Mexico_Caribean,-9306309.43031767,2475544.533776697,33.0,-87.0,1994,7,-9684795.699014802,3895303.9633938945,7 days 12:00:00.000000000,1309.3009921047487,54990.64166839945
AL021994,32.2,-78.9,1994,7,Summer,Atlantic,-8783107.823589286,3789592.46190277,35.2,-81.0,1994,7,-9016878.75425516,4191093.6702733617,1 days 00:00:00.000000000,401.5432078828455,16864.81473107951
AL031994,28.7,-87.2,1994,8,Summer,Mexico_Caribean,-9707059.597173456,3337517.887029838,42.0,-72.0,1994,8,-8015003.337115698,5160979.444049783,4 days 12:00:00.000000000,2189.2657197132394,91949.16022795605
AL041994,11.3,-39.4,1994,8,Summer,Atlantic,-4385987.937254979,1266145.189204666,44.7,-52.0,1994,8,-5788613.521250227,5574415.626655288,7 days 06:00:00.000000000,3963.120064866922,166451.0427244107
AL051994,20.5,-93.0,1994,8,Summer,Mexico_Caribean,-10352712.643774442,2332357.8126193313,23.0,-99.0,1994,8,-11020629.588534085,2632018.637586423,2 days 00:00:00.000000000,711.7707477288485,29894.371404611637
AL061994,13.1,-56.8,1994,9,Autumn,Atlantic,-6322947.077057939,1471159.34512326,15.5,-66.7,1994,9,-7425010.035911348,1746891.5570753578,1 days 12:00:00.000000000,1124.4739354472724,47227.90528878544
AL071994,10.1,-29.9,1994,9,Autumn,Atlantic,-3328452.7747188797,1130195.3976388907,16.8,-33.2,1994,9,-3695807.0943366834,1897556.2324093361,4 days 06:00:00.000000000,829.4710704964509,34837.78496085094
AL081994,16.0,-84.5,1994,9,Autumn,Mexico_Caribean,-9406496.972031618,1804722.766257292,16.5,-89.5,1994,9,-9963094.425997986,1862698.8721506866,2 days 06:00:00.000000000,553.1934138896728,23234.12338336626
AL091994,13.8,-20.8,1994,9,Autumn,Atlantic,-2315445.4085000907,1551281.003881563,16.5,-22.1,1994,9,-2460160.7465313463,1862698.8721506866,1 days 12:00:00.000000000,332.6756511398252,13972.37734787266
AL101994,20.5,-86.0,1994,9,Autumn,Mexico_Caribean,-9573476.208221529,2332357.8126193313,24.0,-86.0,1994,9,-9573476.208221529,2753408.109364979,1 days 12:00:00.000000000,389.1822432559556,16345.654216750136
AL111994,22.7,-47.0,1994,11,Autumn,Atlantic,-5232016.067283859,2595778.804307132,44.2,-36.2,1994,11,-4029765.566716504,5496444.989877837,6 days 18:00:00.000000000,2656.407481137407,111569.1142077711
AL121994,11.9,-82.3,1994,11,Autumn,Mexico_Caribean,-9161594.092286415,1334329.8696704558,34.1,-79.8,1994,11,-8883295.365303231,4042237.4996761656,13 days 06:00:00.000000000,2483.743365791791,104317.22136325522
AL011995,17.4,-84.3,1995,6,Summer,Mexico_Caribean,-9384233.073872963,1967437.5313950605,65.0,-56.0,1995,6,-6233891.484423321,9608371.509933658,8 days 00:00:00.000000000,6107.3061114343545,256506.8566802429
AL021995,32.0,-72.0,1995,7,Summer,Atlantic,-8015003.337115698,3763310.6271446524,48.5,-59.2,1995,7,-6590113.854961797,6190443.809135449,5 days 00:00:00.000000000,2272.802862390858,95457.72022041604
AL031995,17.1,-54.9,1995,7,Summer,Atlantic,-6111440.04455072,1932468.7404952252,55.0,-20.0,1995,7,-2226389.8158654715,7361866.113051185,10 days 00:00:00.000000000,5654.451291311766,237486.95423509416
AL041995,26.2,-86.6,1995,7,Summer,Mexico_Caribean,-9640267.90269749,3023872.9604291576,33.0,-98.5,1995,8,-10964969.843137447,3895303.9633938945,5 days 00:00:00.000000000,1486.7130168651465,62441.94670833615
AL051995,22.3,-73.2,1995,7,Summer,Atlantic,-8148586.726067627,2547582.1334137605,38.8,-82.0,1995,8,-9128198.245048434,4693063.644295792,6 days 12:00:00.000000000,2065.0743766239234,86733.12381820478
AL061995,20.2,-95.2,1995,8,Summer,Mexico_Caribean,-10597615.523519645,2296738.784255179,21.8,-99.0,1995,8,-11020629.588534085,2487529.7151387953,1 days 18:00:00.000000000,451.9686284288936,18982.682394013533
AL071995,14.3,-30.8,1995,8,Summer,Atlantic,-3428640.316432826,1608657.4067022006,61.5,-1.0,1995,8,-111319.49079327358,8741545.435835699,17 days 00:00:00.000000000,6169.187826722362,259105.8887223392
AL081995,23.7,-94.8,1995,8,Summer,Mexico_Caribean,-10553087.727202335,2716894.1810176135,23.9,-98.2,1995,8,-10931573.995899467,2741227.39989258,2 days 06:00:00.000000000,370.6035727492166,15565.350055467097
AL091995,13.2,-33.0,1995,8,Summer,Atlantic,-3673543.1961780284,1482591.060427771,40.0,-37.0,1995,9,-4118821.1593511226,4865942.279503176,10 days 00:00:00.000000000,3011.9957014249067,126503.81945984608
AL101995,13.2,-49.3,1995,8,Summer,Atlantic,-5488050.896108387,1482591.060427771,49.3,-4.4,1995,9,-489805.7594904038,6325919.274572156,16 days 00:00:00.000000000,6337.9155018357615,266192.451077102
AL111995,23.7,-78.7,1995,8,Summer,Atlantic,-8760843.925430631,2716894.1810176135,33.8,-82.4,1995,8,-9172726.041365745,4001978.423556841,5 days 06:00:00.000000000,1191.8934562226532,50059.525161351434
AL121995,15.4,-32.7,1995,8,Summer,Atlantic,-3640147.3489400465,1735342.252565708,33.0,-61.5,1995,9,-6846148.683786325,3895303.9633938945,7 days 12:00:00.000000000,3704.4953860840815,155588.80621553143
AL131995,11.3,-22.7,1995,8,Summer,Atlantic,-2526952.44100731,1266145.189204666,60.0,-40.0,1995,9,-4452779.631730943,8399737.889818361,16 days 06:00:00.000000000,5738.748103196224,241027.4203342414
AL141995,17.9,-41.9,1995,9,Autumn,Atlantic,-4664286.664238163,2025847.0324741958,25.8,-61.3,1995,9,-6823884.785627671,2974331.0993660805,4 days 00:00:00.000000000,2294.6062603105947,96373.46293304498
AL151995,11.7,-50.9,1995,9,Autumn,Atlantic,-5666162.081377625,1311585.3072259454,35.3,-51.9,1995,10,-5777481.572170898,4204725.050936375,19 days 00:00:00.000000000,2626.4969204892736,110312.8706605495
AL161995,10.4,-37.7,1995,9,Autumn,Atlantic,-4196744.8029064145,1164132.904452777,36.0,-28.0,1995,10,-3116945.7422116604,4300621.372044271,11 days 00:00:00.000000000,3040.1406204212894,127685.90605769416
AL171995,19.1,-87.3,1995,9,Autumn,Mexico_Caribean,-9718191.546252783,2166712.8397487444,44.5,-76.5,1995,10,-8515941.04568543,5543147.203861799,9 days 00:00:00.000000000,3055.6826216394347,128338.67010885625
AL181995,8.3,-31.4,1995,10,Autumn,Atlantic,-3495432.0109087904,927200.3669475605,12.1,-57.5,1995,10,-6400870.720613231,1357091.169157998,3 days 18:00:00.000000000,2921.8883247931262,122719.3096413113
AL191995,14.0,-82.1,1995,10,Autumn,Mexico_Caribean,-9139330.19412776,1574216.548161465,19.5,-96.0,1995,10,-10686671.116154265,2213892.1828597244,13 days 06:00:00.000000000,1647.4950633331925,69194.79265999408
AL201995,13.8,-53.8,1995,10,Autumn,Atlantic,-5988988.604678119,1551281.003881563,17.5,-64.5,1995,10,-7180107.156166146,1979106.4997243867,4 days 12:00:00.000000000,1248.656229246782,52443.56162836484
AL211995,24.6,-59.2,1995,10,Autumn,Atlantic,-6590113.854961797,2826693.0380219044,50.5,-24.0,1995,11,-2671667.779038566,6533321.5678379275,7 days 00:00:00.000000000,4719.250215859492,198208.50906609866
AL011996,26.8,-77.8,1996,6,Summer,Atlantic,-8660656.383716684,3098506.536103415,44.0,-37.0,1996,6,-4118821.1593511226,5465442.183322749,5 days 06:00:00.000000000,4736.8578671831165,198948.0304216909
AL021996,9.8,-34.0,1996,7,Summer,Atlantic,-3784862.6869713017,1096289.5288369555,60.5,-39.0,1996,7,-4341460.140937669,8511908.692204889,12 days 06:00:00.000000000,5664.50044496359,237909.01868847077
AL031996,11.8,-62.6,1996,7,Summer,Mexico_Caribean,-6968600.123658926,1322955.5151757807,13.1,-87.9,1996,7,-9784983.240728749,1471159.34512326,4 days 00:00:00.000000000,2800.181801846941,117607.63567757152
AL041996,17.3,-80.2,1996,8,Summer,Mexico_Caribean,-8927823.16162054,1955774.9437035795,21.8,-107.3,1996,8,-11944581.362118255,2487529.7151387953,5 days 18:00:00.000000000,3011.643938227639,126489.04540556084
AL051996,12.4,-19.9,1996,8,Summer,Atlantic,-2215257.866786144,1391265.1621495984,50.0,-41.0,1996,9,-4564099.122524217,6446275.841017158,18 days 00:00:00.000000000,4776.460267759957,200611.33124591818
AL061996,14.0,-21.0,1996,8,Summer,Atlantic,-2337709.3066587453,1574216.548161465,46.7,-70.0,1996,9,-7792364.355529151,5893243.176525352,17 days 12:00:00.000000000,6463.023907812699,271447.00412813335
AL071996,12.7,-23.0,1996,8,Summer,Atlantic,-2560348.2882452924,1425478.519403155,21.3,-47.7,1996,9,-5309939.7108391505,2427686.5436241785,7 days 00:00:00.000000000,2882.362633615488,121059.2306118505
AL081996,14.9,-41.0,1996,9,Autumn,Atlantic,-4564099.122524217,1677678.1860015187,45.0,-50.0,1996,9,-5565974.539663679,5621521.486192066,12 days 18:00:00.000000000,3487.579364082753,146478.33329147563
AL091996,8.6,-23.3,1996,9,Autumn,Atlantic,-2593744.1354832747,960962.7625543602,43.0,-36.0,1996,10,-4007501.668557849,5311971.846945471,8 days 00:00:00.000000000,4074.038554922959,171109.61930676427
AL101996,22.7,-96.2,1996,10,Autumn,Mexico_Caribean,-10708935.01431292,2595778.804307132,63.0,-30.5,1996,10,-3395244.4691948444,9100250.907059547,11 days 06:00:00.000000000,8261.026666567092,346963.11999581783
AL111996,17.3,-86.5,1996,10,Autumn,Mexico_Caribean,-9629135.953618165,1955774.9437035795,15.7,-88.4,1996,10,-9840642.986125385,1770006.9811914344,1 days 06:00:00.000000000,274.5399495541764,11530.67788127541
AL121996,12.8,-80.4,1996,10,Autumn,Mexico_Caribean,-8950087.059779197,1436891.8974580714,54.0,-1.0,1996,10,-111319.49079327358,7170156.2939999495,14 days 12:00:00.000000000,9817.394250410347,412330.5585172346
AL131996,10.5,-77.5,1996,11,Autumn,Mexico_Caribean,-8627260.536478702,1175452.6085934306,19.6,-84.8,1996,11,-9439892.8192696,2225705.1534627816,13 days 06:00:00.000000000,1293.5065967157357,54327.2770620609
AL011997,28.5,-77.4,1997,5,Spring,Atlantic,-8616128.587399377,3312159.8598184385,40.0,-66.3,1997,6,-7380482.239594038,4865942.279503176,2 days 00:00:00.000000000,1741.1702981370631,73129.15252175665
AL021997,32.0,-77.2,1997,6,Summer,Atlantic,-8593864.68924072,3763310.6271446524,41.0,-58.0,1997,7,-6456530.466009867,5012341.663847518,4 days 12:00:00.000000000,2262.455395871028,95023.12662658318
AL031997,30.4,-69.9,1997,7,Summer,Atlantic,-7781232.406449824,3555070.433837354,44.0,-53.0,1997,7,-5899933.012043499,5465442.183322749,2 days 00:00:00.000000000,2339.717948065014,98268.15381873059
AL041997,31.3,-73.6,1997,7,Summer,Atlantic,-8193114.522384935,3671771.4487971356,35.9,-57.9,1997,7,-6445398.51693054,4286870.23604428,3 days 18:00:00.000000000,1747.8635958597383,73410.27102610901
AL051997,27.4,-92.6,1997,7,Summer,Mexico_Caribean,-10308184.847457133,3173535.966325065,44.0,-48.0,1997,7,-5343335.558077132,5465442.183322749,11 days 00:00:00.000000000,5077.164516469962,213240.9096917384
AL061997,12.0,-51.5,1997,7,Summer,Atlantic,-5732953.775853589,1345708.408409107,15.0,-60.0,1997,7,-6679169.447596415,1689200.1396078935,1 days 18:00:00.000000000,996.2363999545137,41841.928798089575
AL071997,10.9,-44.1,1997,9,Autumn,Atlantic,-4909189.543983365,1220768.416974417,49.0,-14.0,1997,9,-1558472.8711058302,6274861.394006577,16 days 12:00:00.000000000,5374.53340376086,225730.40295795613
AL081997,24.2,-64.5,1997,10,Autumn,Atlantic,-7180107.156166146,2777797.98711139,29.2,-48.8,1997,10,-5432391.150711751,3401126.2640664903,4 days 00:00:00.000000000,1787.6149277564425,75079.82696577058
AL091997,20.0,-68.7,1997,10,Autumn,Atlantic,-7647649.017497895,2273030.926987689,24.5,-47.3,1997,10,-5265411.91452184,2814454.732309769,3 days 00:00:00.000000000,2388.100640204917,100300.22688860651
AL011998,11.3,-25.4,1998,7,Summer,Atlantic,-2827515.0661491486,1266145.189204666,21.0,-59.3,1998,8,-6601245.804041123,2391878.587944315,6 days 06:00:00.000000000,3889.354053519084,163352.87024780153
AL021998,14.7,-48.1,1998,8,Summer,Atlantic,-5354467.50715646,1654650.287315491,43.0,-41.0,1998,8,-4564099.122524217,5311971.846945471,11 days 18:00:00.000000000,3240.625826280274,136106.2847037715
AL031998,25.3,-92.3,1998,8,Summer,Mexico_Caribean,-10274789.000219151,2912638.0910063866,29.4,-101.2,1998,8,-11265532.468279287,3426656.25037027,2 days 18:00:00.000000000,1064.3568044884355,44702.98578851429
AL041998,13.4,-34.3,1998,8,Summer,Atlantic,-3818258.5342092835,1505468.571795933,57.0,-12.0,1998,9,-1335833.889519283,7760118.6729024565,15 days 00:00:00.000000000,5424.5823703616425,227832.45955518898
AL051998,21.6,-93.5,1998,8,Summer,Mexico_Caribean,-10408372.38917108,2463567.6738498546,52.0,-25.0,1998,9,-2782987.2698318395,6800125.454397307,8 days 00:00:00.000000000,8044.869206651702,337884.5066793715
AL061998,25.5,-94.5,1998,9,Autumn,Mexico_Caribean,-10519691.879964354,2937284.4374238458,33.0,-97.0,1998,9,-10797990.606947538,3895303.9633938945,5 days 00:00:00.000000000,876.3368566843405,36806.1479807423
AL071998,9.7,-25.1,1998,9,Autumn,Atlantic,-2794119.2189111672,1084994.432557692,30.5,-81.8,1998,10,-9105934.346889779,3567983.4559358223,15 days 18:00:00.000000000,6662.227332959447,279813.5479842968
AL081998,26.9,-90.3,1998,9,Autumn,Mexico_Caribean,-10052150.018632604,3110983.616199239,31.0,-90.0,1998,9,-10018754.171394622,3632749.143384427,3 days 06:00:00.000000000,457.0425326289104,19195.786370414236
AL091998,13.4,-26.6,1998,9,Autumn,Atlantic,-2961098.4551010774,1505468.571795933,41.5,-15.5,1998,9,-1725452.1072957404,5086373.649287362,8 days 18:00:00.000000000,3352.0321969580878,140785.3522722397
AL101998,9.6,-17.4,1998,9,Autumn,Atlantic,-1936959.1398029602,1073702.7054964125,39.5,-5.0,1998,10,-556597.4539663679,4793547.459104806,13 days 06:00:00.000000000,3594.499196182138,150968.9662396498
AL111998,33.3,-65.4,1998,9,Autumn,Atlantic,-7280294.697880093,3935191.982105439,49.0,-8.0,1998,9,-890555.9263461886,6274861.394006577,6 days 06:00:00.000000000,6216.189828598809,261079.97280114997
AL121998,13.9,-46.4,1998,10,Autumn,Atlantic,-5165224.372807894,1562746.299408961,52.1,-32.0,1998,10,-3562223.7053847546,6818226.9723281665,5 days 00:00:00.000000000,4528.5176984262935,190197.74333390433
AL131998,11.6,-76.1,1998,10,Autumn,Mexico_Caribean,-8471413.249368118,1300219.208188275,63.5,-5.0,1998,11,-556597.4539663679,9223915.659835922,18 days 18:00:00.000000000,9720.300850805826,408252.6357338447
AL141998,28.3,-28.0,1998,11,Autumn,Atlantic,-3116945.7422116604,3286849.8476637644,52.0,-37.0,1998,12,-4118821.1593511226,6800125.454397307,8 days 12:00:00.000000000,2800.5310736173196,117622.30509192742
AL011999,27.1,-58.1,1999,6,Summer,Atlantic,-6467662.415089196,3135970.9925276837,35.4,-61.6,1999,6,-6857280.632865652,4218373.287173401,6 days 06:00:00.000000000,996.264395206931,41843.104598691105
AL021999,20.2,-95.0,1999,7,Summer,Mexico_Caribean,-10575351.62536099,2296738.784255179,20.4,-97.3,1999,7,-10831386.45418552,2320477.1094807815,0 days 12:00:00.000000000,252.72582036101647,10614.484455162692
AL031999,19.5,-94.4,1999,8,Summer,Mexico_Caribean,-10508559.930885026,2213892.1828597244,27.6,-103.0,1999,8,-11465907.551707178,3198635.9028256666,6 days 06:00:00.000000000,1299.739155016714,54589.04451070199
AL041999,13.5,-18.9,1999,8,Summer,Atlantic,-2103938.3759928704,1516914.445337236,40.4,-48.2,1999,8,-5365599.456235787,4924240.587205196,12 days 12:00:00.000000000,4382.7452742178675,184075.30151715042
AL051999,21.5,-67.7,1999,8,Summer,Atlantic,-7536329.5267046215,2451599.0873778537,45.5,-75.6,1999,9,-8415753.503971482,5700582.732404122,15 days 18:00:00.000000000,2800.3187261479848,117613.38649821536
AL061999,11.5,-53.6,1999,8,Summer,Atlantic,-5966724.706519464,1288857.180495907,23.8,-56.7,1999,8,-6311815.127978613,2729056.107633078,4 days 06:00:00.000000000,1409.670908455146,59206.17815511613
AL071999,21.6,-96.4,1999,9,Autumn,Mexico_Caribean,-10731198.912471574,2463567.6738498546,25.0,-99.0,1999,9,-11020629.588534085,2875744.6243522423,1 days 18:00:00.000000000,472.37068909944327,19839.56894217662
AL081999,14.6,-45.6,1999,9,Autumn,Atlantic,-5076168.780173276,1643144.262294921,49.5,-48.0,1999,9,-5343335.558077132,6360130.74092142,11 days 18:00:00.000000000,3889.492663909439,163358.69188419645
AL091999,12.6,-24.2,1999,9,Autumn,Atlantic,-2693931.6771972207,1414069.6296580816,46.6,-51.9,1999,9,-5777481.572170898,5877026.55203768,12 days 00:00:00.000000000,4845.86666331014,203526.3998590259
AL101999,25.0,-87.8,1999,9,Autumn,Mexico_Caribean,-9773851.29164942,2875744.6243522423,26.9,-78.6,1999,9,-8749711.976351302,3110983.616199239,2 days 18:00:00.000000000,1019.0173678633453,42798.7294502605
AL111999,20.1,-94.1,1999,10,Autumn,Mexico_Caribean,-10475164.083647043,2284881.0700673275,20.4,-96.4,1999,10,-10731198.912471574,2320477.1094807815,2 days 06:00:00.000000000,253.9656382334883,10666.55680580651
AL121999,14.4,-44.8,1999,10,Autumn,Atlantic,-4987113.187538656,1620147.8616991916,17.3,-48.5,1999,10,-5398995.303473769,1955774.9437035795,2 days 18:00:00.000000000,519.6886095666903,21826.92160180099
AL131999,15.9,-82.0,1999,10,Autumn,Mexico_Caribean,-9128198.245048434,1793145.096901021,51.0,-45.0,1999,10,-5009377.085697311,6621293.722740163,7 days 06:00:00.000000000,5598.2367084944535,235125.94175676705
AL141999,9.8,-50.8,1999,10,Autumn,Atlantic,-5655030.132298297,1096289.5288369555,40.0,-51.8,1999,10,-5766349.623091571,4865942.279503176,7 days 18:00:00.000000000,3359.8924035291107,141115.48094822266
AL151999,11.4,-80.9,1999,10,Autumn,Mexico_Caribean,-9005746.805175833,1277499.1866471167,21.2,-89.8,1999,11,-9996490.273235967,2415742.491125842,3 days 18:00:00.000000000,1466.2981272197433,61584.521343229215
AL161999,16.7,-81.6,1999,11,Autumn,Mexico_Caribean,-9083670.448731124,1885931.0405919403,18.5,-52.8,1999,11,-5877669.113884845,2096156.5384662852,9 days 12:00:00.000000000,3170.4069172348827,133157.09052386507
AL012000,21.0,-93.0,2000,6,Summer,Mexico_Caribean,-10352712.643774442,2391878.587944315,20.8,-93.5,2000,6,-10408372.38917108,2368046.639617785,0 days 18:00:00.000000000,59.025112795111184,2479.0547373946697
AL022000,9.5,-19.8,2000,6,Summer,Atlantic,-2204125.917706817,1062414.3112675361,9.7,-38.2,2000,6,-4252404.548303051,1084994.432557692,2 days 18:00:00.000000000,2038.8717042287785,85632.6115776087
AL032000,10.8,-18.0,2000,8,Summer,Atlantic,-2003750.8342789244,1209433.8422168798,70.7,-4.9,2000,8,-545465.5048870406,11300466.666028662,21 days 12:00:00.000000000,6815.120360001223,286235.0551200514
AL042000,28.2,-74.2,2000,8,Summer,Atlantic,-8259906.2168609,3274212.694353734,29.6,-76.5,2000,8,-8515941.04568543,3452236.500838168,3 days 00:00:00.000000000,292.5263264261981,12286.105709900321
AL052000,22.5,-93.5,2000,8,Summer,Mexico_Caribean,-10408372.38917108,2571663.047173645,25.2,-99.8,2000,8,-11109685.181168703,2900330.1825636644,2 days 00:00:00.000000000,748.3369970154519,31430.15387464898
AL062000,14.2,-51.9,2000,8,Summer,Atlantic,-5777481.572170898,1597172.0624328253,18.3,-60.4,2000,8,-6723697.243913724,2072693.0809751356,2 days 00:00:00.000000000,1041.034173464841,43723.435285523316
AL072000,12.0,-44.5,2000,8,Summer,Atlantic,-4953717.340300675,1345708.408409107,19.5,-77.0,2000,8,-8571600.791082066,2213892.1828597244,4 days 18:00:00.000000000,3677.924433425703,154472.82620387952
AL082000,14.8,-45.2,2000,9,Autumn,Atlantic,-5031640.9838559665,1666161.5819088097,20.0,-58.0,2000,9,-6456530.466009867,2273030.926987689,2 days 06:00:00.000000000,1521.593993535925,63906.94772850885
AL092000,27.5,-93.5,2000,9,Autumn,Mexico_Caribean,-10408372.38917108,3186080.233365009,30.0,-94.0,2000,9,-10464032.134567717,3503549.843504374,0 days 18:00:00.000000000,283.1572956128216,11892.606415738508
AL102000,30.9,-70.9,2000,9,Autumn,Atlantic,-7892551.897243097,3619769.038150871,45.5,-53.0,2000,9,-5899933.012043499,5700582.732404122,7 days 00:00:00.000000000,2488.4819187068347,104516.24058568706
AL112000,19.8,-87.3,2000,9,Autumn,Mexico_Caribean,-9718191.546252783,2249353.171430874,43.5,-63.0,2000,9,-7013127.919976235,5388389.272819325,6 days 18:00:00.000000000,3716.7960769755514,156105.43523297316
AL122000,14.9,-52.2,2000,9,Autumn,Atlantic,-5810877.419408881,1677678.1860015187,46.1,-48.8,2000,9,-5432391.150711751,5796388.797364677,10 days 06:00:00.000000000,3488.982653339768,146537.27144027027
AL132000,11.5,-23.0,2000,9,Autumn,Atlantic,-2560348.2882452924,1288857.180495907,62.0,-4.0,2000,10,-445277.9631730943,8859142.800565692,12 days 18:00:00.000000000,5990.116808629486,251584.90596243838
AL142000,11.2,-29.6,2000,9,Autumn,Atlantic,-3295056.9274808983,1254795.1507951734,11.9,-64.9,2000,10,-7224634.952483456,1334329.8696704558,6 days 18:00:00.000000000,3905.41724108696,164027.52412565233
AL152000,16.1,-82.9,2000,9,Autumn,Mexico_Caribean,-9228385.786762381,1816306.2312880498,23.8,-101.0,2000,10,-11243268.57012063,2729056.107633078,7 days 18:00:00.000000000,2160.6913957722777,90749.03862243566
