ID,Latitude_start,Longitude_start,Year_start,Month_start,Season,Zones,x_start,y_start,Latitude_end,Longitude_end,Year_end,Month_end,x_end,y_end,Duration,Distance,Distance_draw
AL211975,16.5,-85.0,1975,11,Autumn,Mexico_Caribean,-9462156.717428254,1862698.8721506866,20.3,-90.5,1975,11,-10074413.916791258,2308604.115398843,4 days 06:00:00.000000000,736.9924414448011,30953.682540681646
AL221975,25.0,-52.0,1975,11,Autumn,Atlantic,-5788613.521250227,2875744.6243522423,30.0,-49.0,1975,12,-5454655.048870405,3503549.843504374,2 days 00:00:00.000000000,643.5673824767352,27029.83006402288
AL231975,41.6,-42.9,1975,12,Winter,Atlantic,-4775606.155031436,5101248.438166104,32.5,-34.5,1975,12,-3840522.4323679386,3829123.8370284378,4 days 00:00:00.000000000,1345.376202204469,56505.8004925877
AL011976,24.0,-89.0,1976,5,Spring,Mexico_Caribean,-9907434.68060135,2753408.109364979,36.0,-67.0,1976,5,-7458405.88314933,4300621.372044271,4 days 06:00:00.000000000,2717.3942440091146,114130.55824838282
AL021976,26.8,-79.0,1976,6,Summer,Atlantic,-8794239.772668613,3098506.536103415,39.0,-69.5,1976,6,-7736704.610132514,4721671.572580107,2 days 06:00:00.000000000,1694.444324360768,71166.66162315225
AL031976,26.5,-81.0,1976,6,Summer,Mexico_Caribean,-9016878.75425516,3061141.0388860335,35.2,-69.2,1976,6,-7703308.762894532,4191093.6702733617,1 days 06:00:00.000000000,1593.4119408774366,66923.30151685234
AL041976,31.0,-72.0,1976,7,Summer,Atlantic,-8015003.337115698,3632749.143384427,34.0,-71.0,1976,7,-7903683.846322424,4028802.0261344067,2 days 00:00:00.000000000,350.2542012663045,14710.67645318479
AL051976,10.5,-24.0,1976,7,Summer,Atlantic,-2671667.779038566,1175452.6085934306,10.5,-32.0,1976,7,-3562223.7053847546,1175452.6085934306,1 days 06:00:00.000000000,885.8216107060213,37204.50764965289
AL061976,28.0,-52.3,1976,7,Summer,Atlantic,-5822009.368488208,3248973.7896509725,38.2,-24.6,1976,8,-2738459.4735145303,4607717.759141999,9 days 00:00:00.000000000,3165.0713579322583,132932.99703315485
AL071976,26.0,-72.8,1976,8,Summer,Atlantic,-8104058.929750317,2999080.9434706424,42.6,-72.4,1976,8,-8059531.133433008,5251284.604977384,4 days 06:00:00.000000000,1846.329066893004,77545.82080950617
AL081976,26.0,-84.0,1976,8,Summer,Mexico_Caribean,-9350837.226634981,2999080.9434706424,33.5,-80.0,1976,8,-8905559.263461886,3961860.2174457456,3 days 12:00:00.000000000,938.400826736067,39412.83472291481
AL091976,31.7,-68.2,1976,8,Summer,Atlantic,-7591989.272101259,3723995.0672950866,49.9,-42.8,1976,8,-4764474.205952109,6428975.579877882,6 days 00:00:00.000000000,3340.492361121417,140300.67916709953
AL101976,14.0,-48.0,1976,8,Summer,Atlantic,-5343335.558077132,1574216.548161465,41.0,-24.0,1976,9,-2671667.779038566,5012341.663847518,15 days 06:00:00.000000000,3985.4946563538156,167390.77556686025
AL111976,12.5,-37.5,1976,8,Summer,Atlantic,-4174480.9047477595,1402665.189967927,41.6,-25.7,1976,9,-2860910.913387131,5101248.438166104,11 days 00:00:00.000000000,3484.3785402848225,146343.89869196253
AL121976,32.0,-77.0,1976,9,Autumn,Atlantic,-8571600.791082066,3763310.6271446524,34.5,-71.5,1976,9,-7959343.591719061,4096139.0404472323,2 days 00:00:00.000000000,648.6325290050596,27242.566218212505
AL131976,26.5,-85.0,1976,9,Autumn,Mexico_Caribean,-9462156.717428254,3061141.0388860335,28.0,-89.0,1976,9,-9907434.68060135,3248973.7896509725,2 days 00:00:00.000000000,463.3352360886911,19460.079915725026
AL141976,28.0,-81.5,1976,9,Autumn,Mexico_Caribean,-9072538.499651797,3248973.7896509725,37.0,-78.0,1976,9,-8682920.281875338,4439106.787250586,3 days 12:00:00.000000000,1068.3866194011478,44872.238014848204
AL151976,13.5,-28.0,1976,9,Autumn,Atlantic,-3116945.7422116604,1516914.445337236,27.0,-44.0,1976,9,-4898057.594904037,3123471.749104577,7 days 00:00:00.000000000,2310.3884827888915,97036.31627713345
AL161976,25.5,-91.0,1976,9,Autumn,Mexico_Caribean,-10130073.662187897,2937284.4374238458,31.0,-88.5,1976,9,-9851774.935204713,3632749.143384427,2 days 06:00:00.000000000,668.4023295269926,28072.89784013369
AL171976,23.0,-58.0,1976,9,Autumn,Atlantic,-6456530.466009867,2632018.637586423,39.0,-35.0,1976,10,-3896182.1777645755,4721671.572580107,8 days 12:00:00.000000000,3046.5300274474353,127954.26115279229
AL181976,12.0,-35.0,1976,9,Autumn,Atlantic,-3896182.1777645755,1345708.408409107,13.0,-36.0,1976,9,-4007501.668557849,1459732.2718804963,2 days 00:00:00.000000000,156.7879551747131,6585.09411733795
AL191976,15.0,-39.0,1976,10,Autumn,Atlantic,-4341460.140937669,1689200.1396078935,20.0,-71.0,1976,10,-7903683.846322424,2273030.926987689,9 days 00:00:00.000000000,3560.8407845259576,149555.3129500902
AL201976,20.0,-46.0,1976,10,Autumn,Atlantic,-5120696.576490585,2273030.926987689,26.0,-47.0,1976,10,-5232016.067283859,2999080.9434706424,3 days 00:00:00.000000000,676.018720467399,28392.78625963076
AL211976,19.1,-55.8,1976,10,Autumn,Atlantic,-6211627.586264665,2166712.8397487444,46.5,-30.0,1976,10,-3339584.7237982075,5860839.829947802,6 days 06:00:00.000000000,4126.2347809979265,173301.8608019129
AL011977,25.0,-94.5,1977,6,Summer,Mexico_Caribean,-10519691.879964354,2875744.6243522423,30.0,-96.4,1977,6,-10731198.912471574,3503549.843504374,1 days 06:00:00.000000000,592.6662894986486,24891.98415894324
AL021977,25.8,-86.8,1977,7,Summer,Mexico_Caribean,-9662531.800856147,2974331.0993660805,32.0,-88.0,1977,7,-9796115.189808074,3763310.6271446524,1 days 06:00:00.000000000,701.4268579602676,29459.928034331242
AL031977,25.5,-84.0,1977,7,Summer,Mexico_Caribean,-9350837.226634981,2937284.4374238458,25.0,-87.0,1977,7,-9684795.699014802,2875744.6243522423,1 days 00:00:00.000000000,330.23246881313423,13869.763690151638
AL041977,11.5,-17.5,1977,8,Summer,Atlantic,-1948091.0888822877,1288857.180495907,13.5,-38.0,1977,8,-4230140.650144396,1516914.445337236,3 days 00:00:00.000000000,2276.8346352583435,95627.05468085043
AL051977,26.9,-88.4,1977,8,Summer,Mexico_Caribean,-9840642.986125385,3110983.616199239,22.0,-103.0,1977,9,-11465907.551707178,2511525.234845713,4 days 18:00:00.000000000,1677.9554820928417,70474.13024789936
AL061977,26.8,-86.3,1977,9,Autumn,Mexico_Caribean,-9606872.05545951,3098506.536103415,34.8,-80.2,1977,9,-8927823.16162054,4136735.049397425,5 days 18:00:00.000000000,1104.4231610819247,46385.77276544084
AL071977,32.8,-80.0,1977,9,Autumn,Atlantic,-8905559.263461886,3868787.2980985106,40.5,-57.5,1977,9,-6400870.720613231,4938869.175786295,6 days 12:00:00.000000000,2525.1950336847226,106058.19141475834
AL081977,10.0,-35.5,1977,9,Autumn,Atlantic,-3951841.923161212,1118889.9748579597,10.0,-45.0,1977,9,-5009377.085697311,1118889.9748579597,2 days 00:00:00.000000000,1052.3228839372255,44197.56112536347
AL091977,20.0,-95.0,1977,9,Autumn,Mexico_Caribean,-10575351.62536099,2273030.926987689,22.0,-98.0,1977,9,-10909310.09774081,2511525.234845713,1 days 00:00:00.000000000,396.29921804681993,16644.567157966438
AL101977,28.5,-71.5,1977,9,Autumn,Atlantic,-7959343.591719061,3312159.8598184385,49.5,-48.5,1977,9,-5398995.303473769,6360130.74092142,3 days 12:00:00.000000000,3366.512918590557,141393.5425808034
AL111977,10.0,-46.0,1977,10,Autumn,Atlantic,-5120696.576490585,1118889.9748579597,12.0,-56.0,1977,10,-6233891.484423321,1345708.408409107,2 days 00:00:00.000000000,1129.0069462450724,47418.29174229304
AL121977,27.5,-43.0,1977,10,Autumn,Atlantic,-4786738.104110764,3186080.233365009,31.0,-49.0,1977,10,-5454655.048870405,3632749.143384427,2 days 00:00:00.000000000,753.8782340380731,31662.88582959907
AL131977,26.9,-62.9,1977,10,Autumn,Atlantic,-7001995.970896908,3110983.616199239,49.1,-58.3,1977,10,-6489926.313247849,6291846.367064342,2 days 06:00:00.000000000,2516.1401714280855,105677.8871999796
AL141977,17.3,-83.2,1977,10,Autumn,Mexico_Caribean,-9261781.634000363,1955774.9437035795,17.6,-88.3,1977,10,-9829511.037046056,1990781.8912618742,2 days 06:00:00.000000000,561.5198709808707,23583.83458119657
AL151977,25.5,-95.5,1977,10,Autumn,Mexico_Caribean,-10631011.370757626,2937284.4374238458,30.5,-88.6,1977,10,-9862906.884284038,3567983.4559358223,1 days 06:00:00.000000000,929.3575372579444,39033.01656483366
AL011978,22.0,-44.0,1978,1,Winter,Atlantic,-4898057.594904037,2511525.234845713,21.0,-64.0,1978,1,-7124447.410769509,2391878.587944315,4 days 12:00:00.000000000,2187.3421315761557,91868.36952619854
AL021978,25.2,-86.5,1978,6,Summer,Mexico_Caribean,-9629135.953618165,2900330.1825636644,26.6,-83.5,1978,6,-9295177.481238345,3073585.3046073965,1 days 06:00:00.000000000,360.4573004191097,15139.206617602607
AL031978,15.5,-27.5,1978,7,Summer,Atlantic,-3061285.9968150235,1746891.5570753578,14.5,-44.0,1978,7,-4898057.594904037,1631643.4670073595,2 days 00:00:00.000000000,1822.3365482718914,76538.13502741944
AL041978,25.7,-97.0,1978,7,Summer,Mexico_Caribean,-10797990.606947538,2961971.8533237535,29.3,-99.2,1978,8,-11042893.48669274,3413885.005984231,1 days 06:00:00.000000000,465.5383269021626,19552.60972989083
AL051978,25.3,-90.4,1978,8,Summer,Mexico_Caribean,-10063281.967711933,2912638.0910063866,20.0,-97.0,1978,8,-10797990.606947538,2273030.926987689,3 days 00:00:00.000000000,930.3563456981697,39074.96651932313
AL061978,13.0,-35.0,1978,8,Summer,Atlantic,-3896182.1777645755,1459732.2718804963,12.2,-68.8,1978,8,-7658780.966577222,1368478.1897511792,4 days 12:00:00.000000000,3736.1146218751037,156916.81411875435
AL071978,13.0,-52.5,1978,8,Summer,Atlantic,-5844273.266646863,1459732.2718804963,11.8,-84.0,1978,8,-9350837.226634981,1322955.5151757807,4 days 06:00:00.000000000,3484.2641410189935,146339.09392279774
AL081978,26.5,-90.0,1978,8,Summer,Mexico_Caribean,-10018754.171394622,3061141.0388860335,29.4,-89.2,1978,8,-9929698.578760004,3426656.25037027,1 days 06:00:00.000000000,333.8224401544191,14020.542486485601
AL091978,23.4,-88.4,1978,8,Summer,Mexico_Caribean,-9840642.986125385,2680464.0819783327,34.2,-92.7,1978,8,-10319316.79653646,4055688.8590062363,3 days 06:00:00.000000000,1287.404232335847,54070.97775810557
AL101978,26.2,-59.7,1978,8,Summer,Atlantic,-6645773.600358433,3023872.9604291576,49.0,-45.0,1978,9,-5009377.085697311,6274861.394006577,6 days 12:00:00.000000000,2976.243622547299,125002.23214698656
AL111978,27.8,-91.0,1978,8,Summer,Mexico_Caribean,-10130073.662187897,3223781.6854985543,28.0,-86.0,1978,9,-9573476.208221529,3248973.7896509725,2 days 00:00:00.000000000,540.0254633778087,22681.069461867966
AL121978,14.0,-16.0,1978,9,Autumn,Atlantic,-1781111.8526923773,1574216.548161465,37.5,-39.0,1978,9,-4341460.140937669,4509031.393076654,8 days 00:00:00.000000000,3626.226474336909,152301.51192215018
AL131978,12.0,-39.0,1978,9,Autumn,Atlantic,-4341460.140937669,1345708.408409107,51.5,-19.0,1978,9,-2115070.325072198,6710219.083220741,12 days 06:00:00.000000000,4908.48150698841,206156.2232935132
AL141978,23.0,-94.0,1978,9,Autumn,Mexico_Caribean,-10464032.134567717,2632018.637586423,24.0,-98.5,1978,9,-10964969.843137447,2753408.109364979,2 days 06:00:00.000000000,502.35524355713176,21098.920229399533
AL151978,29.8,-80.0,1978,9,Autumn,Atlantic,-8905559.263461886,3477867.526706826,61.0,-23.0,1978,9,-2560348.2882452924,8625823.200203592,9 days 12:00:00.000000000,6845.404629336914,287506.9944321504
AL161978,11.0,-62.5,1978,9,Autumn,Mexico_Caribean,-6957468.174579599,1232106.80189676,15.7,-93.0,1978,9,-10352712.643774442,1770006.9811914344,6 days 06:00:00.000000000,3409.4139747771915,143195.38694064203
AL171978,13.0,-16.0,1978,9,Autumn,Atlantic,-1781111.8526923773,1459732.2718804963,33.0,-57.0,1978,9,-6345210.9752165945,3895303.9633938945,11 days 00:00:00.000000000,5013.599613637283,210571.1837727659
AL181978,20.0,-91.0,1978,9,Autumn,Mexico_Caribean,-10130073.662187897,2273030.926987689,22.0,-98.0,1978,9,-10909310.09774081,2511525.234845713,2 days 00:00:00.000000000,797.0176038529878,33474.73936182549
AL191978,31.7,-31.5,1978,10,Autumn,Atlantic,-3506563.9599881177,3723995.0672950866,43.0,-26.2,1978,10,-2916570.658783768,5311971.846945471,3 days 06:00:00.000000000,1375.3771634221682,57765.840863731064
AL201978,18.0,-55.6,1978,10,Autumn,Atlantic,-6189363.688106012,2037548.5447506013,30.2,-69.9,1978,10,-7781232.406449824,3529283.971113809,3 days 18:00:00.000000000,2066.200926997274,86780.43893388551
AL211978,40.5,-31.0,1978,10,Autumn,Atlantic,-3450904.214591481,4938869.175786295,41.0,-40.5,1978,10,-4508439.37712758,5012341.663847518,4 days 06:00:00.000000000,991.6855993445452,41650.7951724709
AL221978,8.0,-26.0,1978,10,Autumn,Atlantic,-2894306.7606251133,893463.7510126453,9.0,-38.0,1978,10,-4230140.650144396,1006021.0627551338,3 days 00:00:00.000000000,1335.3154750264707,56083.24995111177
AL231978,23.5,-72.7,1978,10,Autumn,Atlantic,-8092926.9806709895,2692598.2193217874,50.0,-27.0,1978,11,-3005626.2514183866,6446275.841017158,5 days 18:00:00.000000000,5687.214858040684,238863.02403770873
AL241978,30.0,-75.0,1978,11,Autumn,Atlantic,-8348961.809495519,3503549.843504374,37.0,-71.0,1978,11,-7903683.846322424,4439106.787250586,2 days 00:00:00.000000000,887.4177678215945,37271.546248506966
AL011979,17.4,-81.1,1979,6,Summer,Mexico_Caribean,-9028010.703334486,1967437.5313950605,33.4,-80.2,1979,6,-8927823.16162054,3948518.4270993923,5 days 06:00:00.000000000,1781.8166206550159,74836.29806751067
AL021979,10.0,-45.0,1979,6,Summer,Atlantic,-5009377.085697311,1118889.9748579597,14.0,-66.2,1979,6,-7369350.290514711,1574216.548161465,4 days 12:00:00.000000000,2386.6836473134476,100240.7131871648
AL031979,20.4,-70.0,1979,7,Summer,Atlantic,-7792364.355529151,2320477.1094807815,40.2,-55.2,1979,7,-6144835.8917887015,4895048.440561675,5 days 00:00:00.000000000,2720.3410791735682,114254.32532528987
AL041979,22.0,-96.0,1979,7,Summer,Mexico_Caribean,-10686671.116154265,2511525.234845713,33.0,-75.0,1979,7,-8348961.809495519,3895303.9633938945,7 days 00:00:00.000000000,2580.0860227976286,108363.6129575004
AL051979,30.0,-79.8,1979,7,Summer,Atlantic,-8883295.365303231,3503549.843504374,32.7,-58.2,1979,7,-6478794.364168523,3855551.3465079414,3 days 06:00:00.000000000,2331.1468631991493,97908.16825436427
AL061979,12.5,-46.3,1979,7,Summer,Atlantic,-5154092.423728567,1402665.189967927,39.0,-80.2,1979,7,-8927823.16162054,4721671.572580107,14 days 00:00:00.000000000,4741.117226337551,199126.92350617715
AL071979,17.0,-35.5,1979,7,Summer,Atlantic,-3951841.923161212,1920825.0403774658,26.5,-52.5,1979,7,-5844273.266646863,3061141.0388860335,3 days 06:00:00.000000000,2137.955602399271,89794.13530076938
AL081979,17.0,-54.0,1979,7,Summer,Atlantic,-6011252.502836773,1920825.0403774658,48.5,-45.0,1979,8,-5009377.085697311,6190443.809135449,6 days 00:00:00.000000000,3635.7512114334622,152701.5508802054
AL091979,11.7,-36.1,1979,8,Summer,Atlantic,-4018633.6176371765,1311585.3072259454,52.5,-52.5,1979,9,-5844273.266646863,6891041.723891587,13 days 12:00:00.000000000,4880.135966864455,204965.71060830713
AL101979,18.0,-94.5,1979,8,Summer,Mexico_Caribean,-10519691.879964354,2037548.5447506013,23.8,-99.0,1979,8,-11020629.588534085,2729056.107633078,3 days 00:00:00.000000000,811.3725775823242,34077.648258457615
AL111979,11.0,-25.5,1979,8,Summer,Atlantic,-2838647.0152284764,1232106.80189676,48.0,-68.0,1979,9,-7569725.373942603,6106854.83488507,16 days 18:00:00.000000000,6222.776979272397,261356.63312944066
AL121979,25.5,-89.1,1979,8,Summer,Mexico_Caribean,-9918566.629680675,2937284.4374238458,29.6,-95.8,1979,9,-10664407.217995608,3452236.500838168,3 days 00:00:00.000000000,855.3628643200967,35925.240301444064
AL131979,19.9,-22.0,1979,9,Autumn,Atlantic,-2449028.7974520186,2261188.30930251,39.0,-36.0,1979,9,-4007501.668557849,4721671.572580107,5 days 00:00:00.000000000,2608.1310957186784,109541.50602018449
AL141979,15.5,-21.0,1979,9,Autumn,Atlantic,-2337709.3066587453,1746891.5570753578,45.0,-32.0,1979,9,-3562223.7053847546,5621521.486192066,10 days 18:00:00.000000000,3491.695871000142,146651.22658200597
AL151979,20.3,-86.8,1979,9,Autumn,Mexico_Caribean,-9662531.800856147,2308604.115398843,26.4,-86.7,1979,9,-9651399.85177682,3048707.5973286973,9 days 12:00:00.000000000,678.3765586610748,28491.815463765142
AL161979,15.6,-48.5,1979,9,Autumn,Atlantic,-5398995.303473769,1758446.4530675344,41.8,-47.0,1979,9,-5232016.067283859,5131067.335639957,5 days 00:00:00.000000000,2917.880508060694,122550.98133854914
AL171979,16.9,-87.3,1979,10,Autumn,Mexico_Caribean,-9718191.546252783,1909187.551694071,18.6,-88.2,1979,10,-9818379.08796673,2107898.527978212,8 days 00:00:00.000000000,213.33178818822793,8959.935103905573
AL181979,29.0,-66.0,1979,10,Autumn,Atlantic,-7347086.392356057,3375646.03491931,51.0,-55.0,1979,10,-6122571.993630047,6621293.722740163,2 days 00:00:00.000000000,2706.2794400394546,113663.73648165709
AL191979,12.0,-77.0,1979,10,Autumn,Mexico_Caribean,-8571600.791082066,1345708.408409107,14.4,-83.8,1979,10,-9328573.328476327,1620147.8616991916,5 days 00:00:00.000000000,797.1732150416797,33481.27503175055
AL201979,24.5,-56.1,1979,11,Autumn,Atlantic,-6245023.433502648,2814454.732309769,29.2,-45.5,1979,11,-5065036.831093948,3401126.2640664903,2 days 12:00:00.000000000,1260.2328743597861,52929.78072311102
AL011980,30.5,-76.5,1980,7,Summer,Atlantic,-8515941.04568543,3567983.4559358223,30.8,-90.0,1980,7,-10018754.171394622,3606802.484325358,4 days 00:00:00.000000000,1447.9057456336463,60812.04131661315
AL021980,25.0,-90.0,1980,7,Summer,Mexico_Caribean,-10018754.171394622,2875744.6243522423,30.5,-95.0,1980,7,-10575351.62536099,3567983.4559358223,4 days 00:00:00.000000000,815.8504007164993,34265.71683009297
AL031980,23.2,-73.5,1980,7,Summer,Atlantic,-8181982.573305608,2656223.2399355415,37.6,-64.0,1980,7,-7124447.410769509,4523072.31910875,4 days 00:00:00.000000000,1899.859797497258,79794.11149488483
AL041980,11.0,-30.0,1980,7,Summer,Atlantic,-3339584.7237982075,1232106.80189676,28.9,-102.9,1980,8,-11454775.602627853,3362924.4219808686,11 days 06:00:00.000000000,8258.38080739343,346851.99391052406
AL051980,15.0,-21.0,1980,8,Summer,Atlantic,-2337709.3066587453,1689200.1396078935,36.7,-26.2,1980,8,-2916570.658783768,4397372.744462241,4 days 00:00:00.000000000,2478.8081668464442,104109.94300755065
AL061980,12.7,-35.5,1980,8,Summer,Atlantic,-3951841.923161212,1425478.519403155,51.0,-36.0,1980,8,-4007501.668557849,6621293.722740163,5 days 18:00:00.000000000,4259.116792346876,178882.90527856877
AL071980,36.0,-73.0,1980,8,Summer,Atlantic,-8126322.827908971,4300621.372044271,38.5,-42.2,1980,8,-4697682.511476145,4650301.836738959,5 days 06:00:00.000000000,3253.561775956991,136649.59459019362
AL081980,15.9,-31.6,1980,8,Summer,Atlantic,-3517695.9090674454,1793145.096901021,22.5,-60.0,1980,8,-6679169.447596415,2571663.047173645,4 days 00:00:00.000000000,3200.2757106647064,134411.57984791766
AL091980,15.6,-38.0,1980,9,Autumn,Atlantic,-4230140.650144396,1758446.4530675344,48.0,-46.9,1980,9,-5220884.11820453,6106854.83488507,7 days 18:00:00.000000000,3730.2827548425103,156671.87570338542
AL101980,17.7,-24.0,1980,9,Autumn,Atlantic,-2671667.779038566,2002463.7486873388,51.5,-23.5,1980,9,-2616008.0336419293,6710219.083220741,6 days 12:00:00.000000000,3758.7766012440024,157868.6172522481
AL111980,28.3,-90.6,1980,9,Autumn,Mexico_Caribean,-10085545.865870586,3286849.8476637644,29.0,-100.0,1980,9,-11131949.079327358,3375646.03491931,2 days 18:00:00.000000000,1015.6586394901252,42657.66285858526
AL121980,12.5,-19.0,1980,9,Autumn,Atlantic,-2115070.325072198,1402665.189967927,54.0,-29.0,1980,9,-3228265.2330049337,7170156.2939999495,15 days 00:00:00.000000000,4742.523199944134,199185.97439765363
AL131980,14.6,-77.2,1980,9,Autumn,Mexico_Caribean,-8593864.68924072,1643144.262294921,17.0,-96.0,1980,9,-10686671.116154265,1920825.0403774658,5 days 12:00:00.000000000,2087.7638337446606,87686.08101727575
AL141980,33.6,-20.0,1980,10,Autumn,Atlantic,-2226389.8158654715,3975217.4292608085,52.5,-24.5,1980,10,-2727327.5244352026,6891041.723891587,11 days 00:00:00.000000000,2153.035865283995,90427.50634192779
AL151980,16.2,-85.2,1980,10,Autumn,Mexico_Caribean,-9484420.615586909,1827895.5331194468,16.5,-87.8,1980,10,-9773851.29164942,1862698.8721506866,2 days 00:00:00.000000000,288.1066449228554,12100.479086759928
AL161980,13.6,-82.6,1980,11,Autumn,Mexico_Caribean,-9194989.939524397,1528365.1158970057,25.2,-93.1,1980,11,-10363844.59285377,2900330.1825636644,8 days 12:00:00.000000000,1730.2330523023907,72669.7881967004
AL171980,13.0,-80.0,1980,11,Autumn,Mexico_Caribean,-8905559.263461886,1459732.2718804963,30.0,-81.0,1980,11,-9016878.75425516,3503549.843504374,6 days 00:00:00.000000000,1893.4962968600687,79526.84446812289
AL181980,36.0,-46.0,1980,11,Autumn,Atlantic,-5120696.576490585,4300621.372044271,45.0,-32.0,1980,11,-3562223.7053847546,5621521.486192066,3 days 00:00:00.000000000,1771.5533337732231,74405.24001847536
AL011981,21.0,-61.5,1981,4,Spring,Atlantic,-6846148.683786325,2391878.587944315,18.0,-64.0,1981,4,-7124447.410769509,2037548.5447506013,1 days 00:00:00.000000000,431.6946069713988,18131.17349279875
AL021981,11.0,-79.0,1981,4,Spring,Mexico_Caribean,-8794239.772668613,1232106.80189676,12.0,-80.2,1981,4,-8927823.16162054,1345708.408409107,2 days 06:00:00.000000000,173.17838679075135,7273.492245211557
AL031981,18.4,-83.6,1981,5,Spring,Mexico_Caribean,-9306309.43031767,2084421.404033635,24.0,-71.0,1981,5,-7903683.846322424,2753408.109364979,2 days 12:00:00.000000000,1511.9131437655906,63500.3520381548
AL041981,19.4,-94.3,1981,6,Summer,Mexico_Caribean,-10497427.981805699,2202086.5110550304,30.3,-95.3,1981,6,-10608747.472598972,3542170.6276430194,2 days 12:00:00.000000000,1216.8973204289057,51109.687458014036
AL051981,19.5,-91.6,1981,6,Summer,Mexico_Caribean,-10196865.356663859,2213892.1828597244,21.8,-98.2,1981,6,-10931573.995899467,2487529.7151387953,1 days 12:00:00.000000000,766.0041772369945,32172.175443953765
AL061981,36.0,-65.0,1981,6,Summer,Atlantic,-7235766.901562783,4300621.372044271,38.5,-78.5,1981,7,-8738580.027271977,4650301.836738959,2 days 00:00:00.000000000,1449.2224250737,60867.34185309539
AL071981,24.0,-79.0,1981,7,Summer,Atlantic,-8794239.772668613,2753408.109364979,34.0,-80.0,1981,7,-8905559.263461886,4028802.0261344067,1 days 18:00:00.000000000,1117.164154468605,46920.894487681406
AL081981,23.3,-91.8,1981,7,Summer,Mexico_Caribean,-10219129.254822515,2668339.105750191,25.4,-99.3,1981,7,-11054025.435772067,2924956.157837271,1 days 12:00:00.000000000,848.0172763747335,35616.72560773881
AL091981,36.1,-67.8,1981,8,Summer,Atlantic,-7547461.475783949,4314389.956334434,44.1,-50.4,1981,8,-5610502.335980988,5480930.477499096,2 days 18:00:00.000000000,2024.3464721301339,85022.55182946562
AL101981,10.5,-25.7,1981,8,Summer,Atlantic,-2860910.913387131,1175452.6085934306,37.8,-59.7,1981,8,-6645773.600358433,4551210.919691888,14 days 18:00:00.000000000,4816.802660936041,202305.71175931374
AL111981,12.8,-33.0,1981,8,Summer,Atlantic,-3673543.1961780284,1436891.8974580714,10.3,-59.1,1981,8,-6578981.905882468,1152816.8257508886,4 days 12:00:00.000000000,2900.843294461968,121835.41836740266
AL121981,20.7,-92.6,1981,8,Summer,Mexico_Caribean,-10308184.847457133,2356142.531225168,26.0,-99.0,1981,8,-11020629.588534085,2999080.9434706424,2 days 18:00:00.000000000,912.918008239872,38342.55634607463
AL131981,29.8,-72.7,1981,8,Summer,Atlantic,-8092926.9806709895,3477867.526706826,42.7,-41.0,1981,9,-4564099.122524217,5266419.697085063,11 days 12:00:00.000000000,3648.1811532726824,153223.60843745267
AL141981,16.2,-60.3,1981,9,Autumn,Atlantic,-6712565.294834397,1827895.5331194468,40.6,-33.4,1981,9,-3718070.9924953375,4953519.586791799,9 days 00:00:00.000000000,3990.022831848558,167580.95893763943
AL151981,14.8,-54.0,1981,9,Autumn,Atlantic,-6011252.502836773,1666161.5819088097,40.5,-28.2,1981,9,-3139209.640370315,4938869.175786295,8 days 18:00:00.000000000,4010.39418765565,168436.5558815373
AL161981,14.0,-49.0,1981,9,Autumn,Atlantic,-5454655.048870405,1574216.548161465,36.7,-32.8,1981,9,-3651279.2980193733,4397372.744462241,8 days 06:00:00.000000000,3083.687254457091,129514.86468719783
AL171981,11.8,-73.8,1981,9,Autumn,Mexico_Caribean,-8215378.42054359,1322955.5151757807,13.0,-84.0,1981,9,-9350837.226634981,1459732.2718804963,2 days 12:00:00.000000000,1135.4303372064908,47688.074162672616
AL181981,13.5,-32.5,1981,9,Autumn,Atlantic,-3617883.4507813915,1516914.445337236,45.0,-4.0,1981,10,-445277.9631730943,5621521.486192066,11 days 18:00:00.000000000,4686.227018246276,196821.5347663436
AL191981,8.0,-38.0,1981,9,Autumn,Atlantic,-4230140.650144396,893463.7510126453,35.0,-53.6,1981,10,-5966724.706519464,4163881.1440642904,8 days 18:00:00.000000000,3461.9526559674814,145402.01155063423
AL201981,25.0,-47.5,1981,10,Autumn,Atlantic,-5287675.812680495,2875744.6243522423,41.5,-29.5,1981,11,-3283924.9784015706,5086373.649287362,3 days 12:00:00.000000000,2659.415185105389,111695.43777442633
AL211981,16.9,-81.2,1981,11,Autumn,Mexico_Caribean,-9039142.652413815,1909187.551694071,26.8,-64.5,1981,11,-7180107.156166146,3098506.536103415,4 days 18:00:00.000000000,2132.0524400362765,89546.2024815236
AL221981,31.0,-74.0,1981,11,Autumn,Atlantic,-8237642.318702245,3632749.143384427,42.9,-65.8,1981,11,-7324822.494197401,5296763.192592259,4 days 18:00:00.000000000,1581.7166693586134,66432.10011306177
AL011982,21.7,-87.1,1982,6,Summer,Mexico_Caribean,-9695927.648094129,2475544.533776697,25.5,-82.6,1982,6,-9194989.939524397,2937284.4374238458,4 days 00:00:00.000000000,646.9540576201239,27172.070420045202
AL021982,25.8,-86.4,1982,6,Summer,Mexico_Caribean,-9618004.004538838,2974331.0993660805,45.4,-56.0,1982,6,-6233891.484423321,5684714.657219869,2 days 18:00:00.000000000,3899.9210008107434,163796.68203405122
