,ID,Status,Latitude,Longitude,Max_Speed,Min_Pressure,Low_Rad_NE,Low_Rad_SE,Low_Rad_SW,Low_Rad_NW,Med_Rad_NE,Med_Rad_SE,Med_Rad_SW,Med_Rad_NW,High_Rad_NE,High_Rad_SE,High_Rad_SW,High_Rad_NW,Time,x,y,Season,Zones
5274,AL051982, TS,29.8,-93.8,55.0,994.0,,,,,,,,,0.0,0.0,0.0,0.0,1982-09-11 12:00:00,-10441768.23640906,3477867.526706826,Autumn,Mexico_Caribbean
5275,AL051982, TS,30.8,-93.4,40.0,999.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-11 18:00:00,-10397240.440091753,3606802.484325358,Autumn,Mexico_Caribbean
5276,AL051982, TD,31.8,-93.2,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-12 00:00:00,-10374976.541933099,3737086.056237236,Autumn,Mexico_Caribbean
5277,AL051982, TD,32.8,-92.8,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-12 06:00:00,-10330448.745615788,3868787.2980985106,Autumn,Mexico_Caribbean
5278,AL051982, TD,33.8,-92.4,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-12 12:00:00,-10285920.949298479,4001978.423556841,Autumn,Mexico_Caribbean
5279,AL051982, TD,34.8,-91.8,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-12 18:00:00,-10219129.254822515,4136735.049397425,Autumn,Mexico_Caribbean
5280,AL061982, TD,19.8,-69.5,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-13 12:00:00,-7736704.610132514,2249353.171430874,Autumn,Atlantic
5281,AL061982, TD,20.8,-70.2,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-13 18:00:00,-7814628.2536878055,2368046.639617785,Autumn,Atlantic
5282,AL061982, TD,21.5,-71.0,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-14 00:00:00,-7903683.846322424,2451599.0873778537,Autumn,Atlantic
5283,AL061982, TD,22.4,-71.8,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-14 06:00:00,-7992739.438957043,2559618.2595014037,Autumn,Atlantic
5284,AL061982, TS,23.5,-71.9,35.0,1006.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-14 12:00:00,-8003871.388036371,2692598.2193217874,Autumn,Atlantic
5285,AL061982, TS,24.6,-71.8,55.0,1000.0,,,,,,,,,0.0,0.0,0.0,0.0,1982-09-14 18:00:00,-7992739.438957043,2826693.0380219044,Autumn,Atlantic
5286,AL061982, HU,25.6,-71.0,65.0,993.0,,,,,,,,,,,,,1982-09-15 00:00:00,-7903683.846322424,2949622.9843312614,Autumn,Atlantic
5287,AL061982, HU,26.7,-70.3,65.0,990.0,,,,,,,,,,,,,1982-09-15 06:00:00,-7825760.202767133,3086040.45132919,Autumn,Atlantic
5288,AL061982, HU,27.8,-69.6,75.0,980.0,,,,,,,,,,,,,1982-09-15 12:00:00,-7747836.559211841,3223781.6854985543,Autumn,Atlantic
5289,AL061982, HU,29.0,-68.5,90.0,969.0,,,,,,,,,,,,,1982-09-15 18:00:00,-7625385.119339241,3375646.03491931,Autumn,Atlantic
5290,AL061982, HU,30.5,-67.5,95.0,966.0,,,,,,,,,,,,,1982-09-16 00:00:00,-7514065.628545967,3567983.4559358223,Autumn,Atlantic
5291,AL061982, HU,32.1,-66.7,95.0,966.0,,,,,,,,,,,,,1982-09-16 06:00:00,-7425010.035911348,3776444.3508962523,Autumn,Atlantic
5292,AL061982, HU,33.6,-65.8,95.0,966.0,,,,,,,,,,,,,1982-09-16 12:00:00,-7324822.494197401,3975217.4292608085,Autumn,Atlantic
5293,AL061982, HU,35.1,-65.6,95.0,966.0,,,,,,,,,,,,,1982-09-16 18:00:00,-7302558.596038747,4177479.0621810835,Autumn,Atlantic
5294,AL061982, HU,36.4,-65.6,95.0,966.0,,,,,,,,,,,,,1982-09-17 00:00:00,-7302558.596038747,4355801.264971882,Autumn,Atlantic
5295,AL061982, HU,36.8,-65.6,95.0,966.0,,,,,,,,,,,,,1982-09-17 06:00:00,-7302558.596038747,4411265.910262686,Autumn,Atlantic
5296,AL061982, HU,37.1,-65.0,95.0,966.0,,,,,,,,,,,,,1982-09-17 12:00:00,-7235766.901562783,4453054.678866078,Autumn,Atlantic
5297,AL061982, HU,37.6,-63.5,100.0,960.0,,,,,,,,,,,,,1982-09-17 18:00:00,-7068787.665372873,4523072.31910875,Autumn,Atlantic
5298,AL061982, HU,38.8,-62.3,115.0,950.0,,,,,,,,,,,,,1982-09-18 00:00:00,-6935204.276420943,4693063.644295792,Autumn,Atlantic
5299,AL061982, HU,40.1,-60.7,110.0,952.0,,,,,,,,,,,,,1982-09-18 06:00:00,-6757093.091151707,4880484.665662283,Autumn,Atlantic
5300,AL061982, HU,41.6,-58.5,110.0,954.0,,,,,,,,,,,,,1982-09-18 12:00:00,-6512190.211406505,5101248.438166104,Autumn,Atlantic
5301,AL061982, HU,43.5,-56.1,100.0,960.0,,,,,,,,,,,,,1982-09-18 18:00:00,-6245023.433502648,5388389.272819325,Autumn,Atlantic
5302,AL061982, HU,45.3,-53.5,90.0,970.0,,,,,,,,,,,,,1982-09-19 00:00:00,-5955592.757440137,5668874.641676818,Autumn,Atlantic
5303,AL061982, HU,47.0,-50.5,75.0,979.0,,,,,,,,,,,,,1982-09-19 06:00:00,-5621634.285060315,5942074.072431108,Autumn,Atlantic
5304,AL061982, HU,48.5,-47.1,70.0,987.0,,,,,,,,,,,,,1982-09-19 12:00:00,-5243148.016363186,6190443.809135449,Autumn,Atlantic
5305,AL061982, HU,50.0,-43.5,70.0,987.0,,,,,,,,,,,,,1982-09-19 18:00:00,-4842397.849507401,6446275.841017158,Autumn,Atlantic
5306,AL061982, HU,50.8,-39.0,70.0,987.0,,,,,,,,,,,,,1982-09-20 00:00:00,-4341460.140937669,6585991.998099624,Autumn,Atlantic
5307,AL061982, TS,51.5,-33.5,60.0,993.0,,,,,,,,,0.0,0.0,0.0,0.0,1982-09-20 06:00:00,-3729202.941574665,6710219.083220741,Autumn,Atlantic
5308,AL061982, TS,51.8,-26.6,50.0,996.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-20 12:00:00,-2961098.4551010774,6764043.36074775,Autumn,Atlantic
5309,AL061982, EX,51.5,-19.0,50.0,996.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-20 18:00:00,-2115070.325072198,6710219.083220741,Autumn,Atlantic
5310,AL071982, TD,25.3,-71.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-24 00:00:00,-7959343.591719061,2912638.0910063866,Autumn,Atlantic
5311,AL071982, TD,26.0,-72.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-24 06:00:00,-8070663.082512335,2999080.9434706424,Autumn,Atlantic
5312,AL071982, TD,27.1,-73.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-24 12:00:00,-8126322.827908971,3135970.9925276837,Autumn,Atlantic
5313,AL071982, TD,28.1,-72.1,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-24 18:00:00,-8026135.286195025,3261587.3618431184,Autumn,Atlantic
5314,AL071982, TD,29.0,-71.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-25 00:00:00,-7959343.591719061,3375646.03491931,Autumn,Atlantic
5315,AL071982, TD,30.0,-70.6,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-25 06:00:00,-7859156.050005114,3503549.843504374,Autumn,Atlantic
5316,AL071982, TD,31.0,-69.6,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-25 12:00:00,-7747836.559211841,3632749.143384427,Autumn,Atlantic
5317,AL071982, TD,32.3,-68.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-25 18:00:00,-7625385.119339241,3802755.0318591143,Autumn,Atlantic
5318,AL071982, TD,33.5,-67.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-26 00:00:00,-7514065.628545967,3961860.2174457465,Autumn,Atlantic
5319,AL071982, TD,34.8,-66.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-26 06:00:00,-7369350.290514711,4136735.049397425,Autumn,Atlantic
5320,AL071982, TD,36.0,-65.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-26 12:00:00,-7235766.901562783,4300621.372044271,Autumn,Atlantic
5321,AL071982, TD,37.0,-64.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-26 18:00:00,-7124447.410769509,4439106.787250586,Autumn,Atlantic
5322,AL071982, TD,38.0,-63.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-27 00:00:00,-7013127.919976235,4579425.812870097,Autumn,Atlantic
5323,AL071982, TD,39.2,-61.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-27 06:00:00,-6846148.683786325,4750360.481116598,Autumn,Atlantic
5324,AL071982, TD,40.1,-60.1,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-27 12:00:00,-6690301.396675742,4880484.665662283,Autumn,Atlantic
5325,AL081982, TD,24.8,-65.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-30 12:00:00,-7280294.697880093,2851199.0521615394,Autumn,Atlantic
5326,AL081982, TD,25.3,-66.8,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-30 18:00:00,-7436141.984990675,2912638.0910063866,Autumn,Atlantic
5327,AL081982, TD,25.9,-67.4,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-10-01 00:00:00,-7502933.67946664,2986700.777624982,Autumn,Atlantic
5328,AL081982, TS,26.5,-67.8,35.0,1004.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-10-01 06:00:00,-7547461.475783949,3061141.0388860335,Autumn,Atlantic
5329,AL081982, TS,27.3,-67.7,40.0,1003.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-10-01 12:00:00,-7536329.5267046215,3161003.042871573,Autumn,Atlantic
5330,AL081982, TS,27.9,-67.1,50.0,1000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-10-01 18:00:00,-7469537.832228657,3236371.917536747,Autumn,Atlantic
5331,AL081982, TS,28.5,-66.2,60.0,997.0,,,,,,,,,0.0,0.0,0.0,0.0,1982-10-02 00:00:00,-7369350.290514711,3312159.8598184395,Autumn,Atlantic
5332,AL081982, TS,29.1,-65.1,55.0,997.0,,,,,,,,,0.0,0.0,0.0,0.0,1982-10-02 06:00:00,-7246898.850642109,3388379.9613727783,Autumn,Atlantic
5333,AL081982, TS,29.8,-63.0,50.0,998.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-10-02 12:00:00,-7013127.919976235,3477867.526706826,Autumn,Atlantic
5334,AL081982, TS,30.5,-60.5,45.0,1001.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-10-02 18:00:00,-6734829.192993051,3567983.4559358223,Autumn,Atlantic
5335,AL081982, EX,32.0,-58.0,40.0,1003.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-10-03 00:00:00,-6456530.466009867,3763310.6271446524,Autumn,Atlantic
5336,AL011983, TD,10.0,-38.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-23 12:00:00,-4230140.650144396,1118889.9748579597,Summer,Atlantic
5337,AL011983, TD,10.2,-39.4,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-23 18:00:00,-4385987.937254979,1141504.3357174317,Summer,Atlantic
5338,AL011983, TD,10.7,-40.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-24 00:00:00,-4541835.224365562,1198103.0405602609,Summer,Atlantic
5339,AL011983, TD,10.9,-42.1,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-24 06:00:00,-4686550.562396818,1220768.416974417,Summer,Atlantic
5340,AL011983, TD,11.0,-43.4,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-24 12:00:00,-4831265.9004280735,1232106.80189676,Summer,Atlantic
5341,AL011983, TD,11.2,-44.9,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-24 18:00:00,-4998245.136617984,1254795.1507951734,Summer,Atlantic
5342,AL011983, TD,11.6,-46.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-25 00:00:00,-5142960.474649239,1300219.208188275,Summer,Atlantic
5343,AL011983, TD,11.8,-47.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-25 06:00:00,-5321071.659918477,1322955.5151757807,Summer,Atlantic
5344,AL011983, TD,12.0,-49.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-25 12:00:00,-5454655.048870405,1345708.408409107,Summer,Atlantic
5345,AL011983, TD,12.1,-50.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-25 18:00:00,-5621634.285060315,1357091.169157998,Summer,Atlantic
5346,AL011983, TD,12.2,-52.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-26 00:00:00,-5788613.521250227,1368478.1897511792,Summer,Atlantic
5347,AL011983, TD,12.4,-53.1,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-26 06:00:00,-5911064.961122828,1391265.1621495972,Summer,Atlantic
5348,AL011983, TD,12.6,-54.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-26 12:00:00,-6066912.2482334105,1414069.6296580816,Summer,Atlantic
5349,AL011983, TD,13.0,-56.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-26 18:00:00,-6233891.484423321,1459732.2718804963,Summer,Atlantic
5350,AL011983, TD,13.1,-57.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-27 00:00:00,-6367474.873375249,1471159.3451232612,Summer,Atlantic
5351,AL011983, TD,13.3,-58.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-27 06:00:00,-6545586.058644487,1494027.4564185014,Summer,Atlantic
5352,AL011983, TD,13.7,-60.1,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-27 12:00:00,-6690301.396675742,1539820.6224079386,Summer,Atlantic
5353,AL011983, TD,13.9,-61.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-27 18:00:00,-6879544.531024307,1562746.299408961,Summer,Mexico_Caribbean
5354,AL011983, TD,14.0,-63.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 00:00:00,-7013127.919976235,1574216.548161465,Summer,Mexico_Caribbean
5355,AL011983, TD,14.2,-64.6,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 06:00:00,-7191239.105245473,1597172.0624328253,Summer,Mexico_Caribbean
5356,AL011983, TD,14.6,-66.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 12:00:00,-7347086.392356057,1643144.262294921,Summer,Mexico_Caribbean
5357,AL011983, TD,15.0,-67.5,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 18:00:00,-7514065.628545967,1689200.1396078935,Summer,Mexico_Caribbean
5358,AL021983, TD,12.0,-27.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-27 12:00:00,-3005626.2514183866,1345708.408409107,Summer,Atlantic
5359,AL021983, TD,12.0,-28.5,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-27 18:00:00,-3172605.4876082973,1345708.408409107,Summer,Atlantic
5360,AL021983, TD,12.0,-29.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 00:00:00,-3306188.876560225,1345708.408409107,Summer,Atlantic
5361,AL021983, TD,12.0,-31.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 06:00:00,-3450904.214591481,1345708.408409107,Summer,Atlantic
5362,AL021983, TD,12.1,-32.1,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 12:00:00,-3573355.654464082,1357091.169157998,Summer,Atlantic
5363,AL021983, TD,12.5,-33.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-28 18:00:00,-3762598.7888126466,1402665.189967927,Summer,Atlantic
5364,AL021983, TD,12.9,-35.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-29 00:00:00,-3918446.0759232305,1448309.802150294,Summer,Atlantic
5365,AL021983, TD,13.1,-36.9,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-29 06:00:00,-4107689.210271795,1471159.3451232612,Summer,Atlantic
5366,AL021983, TD,13.6,-38.4,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-29 12:00:00,-4274668.4464617055,1528365.1158970068,Summer,Atlantic
5367,AL021983, TD,13.9,-39.9,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-29 18:00:00,-4441647.682651616,1562746.299408961,Summer,Atlantic
5368,AL021983, TD,14.1,-41.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-30 00:00:00,-4586363.020682872,1585691.7893914054,Summer,Atlantic
5369,AL021983, TD,14.4,-42.6,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-30 06:00:00,-4742210.307793454,1620147.8616991916,Summer,Atlantic
5370,AL021983, TD,14.7,-44.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-30 12:00:00,-4898057.594904037,1654650.287315491,Summer,Atlantic
5371,AL021983, TD,15.0,-45.5,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-30 18:00:00,-5065036.831093948,1689200.1396078935,Summer,Atlantic
5372,AL021983, TD,15.3,-47.1,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-31 00:00:00,-5243148.016363186,1723798.4989824079,Summer,Atlantic
5373,AL021983, TD,15.7,-48.8,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-31 06:00:00,-5432391.150711751,1770006.9811914344,Summer,Atlantic
5374,AL021983, TD,16.0,-50.2,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-31 12:00:00,-5588238.4378223345,1804722.766257292,Summer,Atlantic
5375,AL021983, TD,16.2,-52.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-07-31 18:00:00,-5788613.521250227,1827895.5331194468,Summer,Atlantic
5376,AL021983, TD,16.7,-53.8,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-01 00:00:00,-5988988.604678119,1885931.0405919403,Summer,Atlantic
5377,AL021983, TD,17.0,-55.4,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-01 06:00:00,-6167099.789947356,1920825.0403774658,Summer,Atlantic
5378,AL021983, TD,17.1,-57.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-01 12:00:00,-6345210.9752165945,1932468.7404952243,Summer,Atlantic
5379,AL021983, TD,17.7,-58.7,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-01 18:00:00,-6534454.109565159,2002463.7486873388,Summer,Atlantic
5380,AL021983, TD,18.0,-60.2,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-02 00:00:00,-6701433.3457550695,2037548.5447506013,Summer,Atlantic
5381,AL021983, TD,18.3,-61.8,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-02 06:00:00,-6879544.531024307,2072693.0809751356,Summer,Atlantic
5382,AL021983, TD,18.8,-63.1,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-02 12:00:00,-7024259.869055563,2131403.2476535104,Summer,Atlantic
5383,AL031983, TD,27.3,-90.5,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-15 12:00:00,-10074413.916791258,3161003.042871573,Summer,Mexico_Caribbean
5384,AL031983, TS,27.2,-91.0,40.0,1006.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-15 18:00:00,-10130073.662187897,3148481.4043987663,Summer,Mexico_Caribbean
5385,AL031983, TS,27.1,-91.5,45.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-16 00:00:00,-10185733.407584533,3135970.9925276837,Summer,Mexico_Caribbean
5386,AL031983, TS,27.0,-92.0,50.0,1004.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-16 06:00:00,-10241393.15298117,3123471.749104576,Summer,Mexico_Caribbean
5387,AL031983, TS,27.1,-92.4,55.0,1002.0,,,,,,,,,0.0,0.0,0.0,0.0,1983-08-16 12:00:00,-10285920.949298479,3135970.9925276837,Summer,Mexico_Caribbean
5388,AL031983, TS,27.3,-92.8,60.0,998.0,,,,,,,,,0.0,0.0,0.0,0.0,1983-08-16 18:00:00,-10330448.745615788,3161003.042871573,Summer,Mexico_Caribbean
5389,AL031983, HU,27.4,-93.3,65.0,991.0,,,,,,,,,,,,,1983-08-17 00:00:00,-10386108.491012424,3173535.9663250647,Summer,Mexico_Caribbean
5390,AL031983, HU,27.7,-93.7,70.0,987.0,,,,,,,,,,,,,1983-08-17 06:00:00,-10430636.287329735,3211203.033771442,Summer,Mexico_Caribbean
5391,AL031983, HU,27.9,-94.2,75.0,983.0,,,,,,,,,,,,,1983-08-17 12:00:00,-10486296.032726372,3236371.917536747,Summer,Mexico_Caribbean
5392,AL031983, HU,28.1,-94.5,90.0,974.0,,,,,,,,,,,,,1983-08-17 18:00:00,-10519691.879964354,3261587.3618431184,Summer,Mexico_Caribbean
5393,AL031983, HU,28.4,-94.8,95.0,969.0,,,,,,,,,,,,,1983-08-18 00:00:00,-10553087.727202335,3299498.8824963197,Summer,Mexico_Caribbean
5394,AL031983, HU,28.9,-95.0,100.0,963.0,,,,,,,,,,,,,1983-08-18 06:00:00,-10575351.62536099,3362924.4219808686,Summer,Mexico_Caribbean
5395,AL031983, HU,29.7,-95.5,80.0,965.0,,,,,,,,,,,,,1983-08-18 12:00:00,-10631011.370757626,3465045.634728215,Summer,Mexico_Caribbean
5396,AL031983, TS,30.5,-96.0,40.0,990.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-18 18:00:00,-10686671.116154265,3567983.4559358223,Summer,Mexico_Caribbean
5397,AL031983, TS,31.5,-96.7,35.0,998.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-19 00:00:00,-10764594.759709556,3697855.3303377028,Summer,Mexico_Caribbean
5398,AL031983, TD,32.4,-97.4,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-19 06:00:00,-10842518.403264847,3815932.132785206,Summer,Mexico_Caribbean
5399,AL031983, TD,33.3,-98.0,25.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-19 12:00:00,-10909310.09774081,3935191.982105439,Summer,Mexico_Caribbean
5400,AL031983, TD,34.4,-98.5,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-19 18:00:00,-10964969.843137447,4082639.5501405983,Summer,Mexico_Caribbean
5401,AL031983, TD,35.4,-99.0,20.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-20 00:00:00,-11020629.588534085,4218373.287173401,Summer,Mexico_Caribbean
5402,AL031983, EX,36.5,-99.4,20.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983-08-20 06:00:00,-11065157.384851394,4369640.510649828,Summer,Mexico_Caribbean
