,ID,Status,Latitude,Longitude,Max_Speed,Min_Pressure,Low_Rad_NE,Low_Rad_SE,Low_Rad_SW,Low_Rad_NW,Med_Rad_NE,Med_Rad_SE,Med_Rad_SW,Med_Rad_NW,High_Rad_NE,High_Rad_SE,High_Rad_SW,High_Rad_NW,Time,x,y,Season,Zones
9241,AL031995, TS,24.5,-68.4,50.0,999.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-16 06:00:00,-7614253.170259913,2814454.732309769,Summer,Atlantic
9242,AL031995, TS,25.3,-68.8,50.0,999.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-16 12:00:00,-7658780.966577222,2912638.0910063866,Summer,Atlantic
9243,AL031995, TS,26.2,-69.1,55.0,997.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-16 18:00:00,-7692176.8138152035,3023872.9604291576,Summer,Atlantic
9244,AL031995, TS,27.2,-69.4,60.0,991.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-17 00:00:00,-7725572.661053187,3148481.4043987663,Summer,Atlantic
9245,AL031995, TS,28.2,-69.6,60.0,995.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-17 06:00:00,-7747836.559211841,3274212.694353734,Summer,Atlantic
9246,AL031995, TS,29.3,-69.8,60.0,997.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-17 12:00:00,-7770100.457370495,3413885.005984231,Summer,Atlantic
9247,AL031995, TS,30.5,-69.8,55.0,995.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-17 18:00:00,-7770100.457370495,3567983.4559358223,Summer,Atlantic
9248,AL031995, TS,31.6,-69.7,55.0,994.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-18 00:00:00,-7758968.508291169,3710918.1820304533,Summer,Atlantic
9249,AL031995, TS,32.6,-69.0,55.0,994.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-18 06:00:00,-7681044.864735877,3842330.217266117,Summer,Atlantic
9250,AL031995, TS,33.6,-68.1,50.0,995.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-18 12:00:00,-7580857.323021931,3975217.4292608085,Summer,Atlantic
9251,AL031995, TS,34.6,-67.3,50.0,996.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-18 18:00:00,-7491801.730387311,4109654.7335526617,Summer,Atlantic
9252,AL031995, TS,35.4,-65.8,50.0,997.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-19 00:00:00,-7324822.494197401,4218373.287173401,Summer,Atlantic
9253,AL031995, TS,36.2,-64.1,50.0,997.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-19 06:00:00,-7135579.3598488355,4328176.075298277,Summer,Atlantic
9254,AL031995, TS,37.1,-62.4,50.0,998.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-19 12:00:00,-6946336.225500272,4453054.678866078,Summer,Atlantic
9255,AL031995, TS,38.2,-60.2,50.0,998.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-19 18:00:00,-6701433.3457550695,4607717.759141999,Summer,Atlantic
9256,AL031995, TS,39.5,-57.6,50.0,999.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-20 00:00:00,-6412002.669692558,4793547.459104806,Summer,Atlantic
9257,AL031995, TS,41.1,-54.7,50.0,999.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-20 06:00:00,-6089176.146392065,5027102.849122582,Summer,Atlantic
9258,AL031995, TS,43.0,-51.7,50.0,1000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-20 12:00:00,-5755217.674012245,5311971.846945471,Summer,Atlantic
9259,AL031995, EX,45.4,-48.8,50.0,1000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-20 18:00:00,-5432391.150711751,5684714.657219869,Summer,Atlantic
9260,AL031995, EX,47.7,-45.2,50.0,1001.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-21 00:00:00,-5031640.9838559665,6057089.852937808,Summer,Atlantic
9261,AL031995, EX,49.7,-41.6,50.0,1002.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-21 06:00:00,-4630890.817000181,6394482.317900552,Summer,Atlantic
9262,AL031995, EX,51.4,-37.0,50.0,1003.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-21 12:00:00,-4118821.1593511226,6692356.435262544,Summer,Atlantic
9263,AL031995, EX,53.0,-31.0,50.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-21 18:00:00,-3450904.214591481,6982997.920389788,Summer,Atlantic
9264,AL031995, EX,55.0,-20.0,50.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-22 00:00:00,-2226389.8158654715,7361866.113051185,Summer,Atlantic
9265,AL041995, TD,26.2,-86.6,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-28 18:00:00,-9640267.90269749,3023872.9604291576,Summer,Mexico_Caribbean
9266,AL041995, TD,26.1,-87.3,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-29 00:00:00,-9718191.546252783,3011471.652478186,Summer,Mexico_Caribbean
9267,AL041995, TD,26.2,-87.9,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-29 06:00:00,-9784983.240728749,3023872.9604291576,Summer,Mexico_Caribbean
9268,AL041995, TD,26.3,-88.3,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-29 12:00:00,-9829511.037046056,3036284.923313025,Summer,Mexico_Caribbean
9269,AL041995, TD,26.5,-89.4,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-29 18:00:00,-9951962.476918658,3061141.0388860335,Summer,Mexico_Caribbean
9270,AL041995, TD,26.9,-90.6,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-30 00:00:00,-10085545.865870586,3110983.616199239,Summer,Mexico_Caribbean
9271,AL041995, TD,27.6,-91.7,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-30 06:00:00,-10207997.305743188,3198635.9028256666,Summer,Mexico_Caribbean
9272,AL041995, TD,28.1,-93.0,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-30 12:00:00,-10352712.643774442,3261587.3618431184,Summer,Mexico_Caribbean
9273,AL041995, TS,28.6,-94.0,35.0,1003.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-30 18:00:00,-10464032.134567717,3324832.8408428603,Summer,Mexico_Caribbean
9274,AL041995, TS,29.0,-95.0,40.0,999.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-31 00:00:00,-10575351.62536099,3375646.03491931,Summer,Mexico_Caribbean
9275,AL041995, TD,29.5,-95.5,30.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-31 06:00:00,-10631011.370757626,3439440.06073126,Summer,Mexico_Caribbean
9276,AL041995, TD,30.0,-96.0,25.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-31 12:00:00,-10686671.116154265,3503549.843504374,Summer,Mexico_Caribbean
9277,AL041995, TD,30.5,-96.5,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-31 18:00:00,-10742330.861550901,3567983.4559358223,Summer,Mexico_Caribbean
9278,AL041995, TD,31.5,-97.0,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-01 00:00:00,-10797990.606947538,3697855.3303377028,Summer,Mexico_Caribbean
9279,AL041995, TD,32.0,-97.5,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-01 06:00:00,-10853650.352344174,3763310.6271446524,Summer,Mexico_Caribbean
9280,AL041995, TD,33.0,-98.5,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-01 12:00:00,-10964969.843137447,3895303.9633938945,Summer,Mexico_Caribbean
9281,AL041995, TD,33.0,-98.5,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-01 18:00:00,-10964969.843137447,3895303.9633938945,Summer,Mexico_Caribbean
9282,AL041995, TD,33.0,-98.5,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-02 00:00:00,-10964969.843137447,3895303.9633938945,Summer,Mexico_Caribbean
9283,AL041995, TD,33.0,-98.5,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-02 06:00:00,-10964969.843137447,3895303.9633938945,Summer,Mexico_Caribbean
9284,AL041995, TD,33.0,-98.5,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-02 12:00:00,-10964969.843137447,3895303.9633938945,Summer,Mexico_Caribbean
9285,AL041995, TD,33.0,-98.5,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-02 18:00:00,-10964969.843137447,3895303.9633938945,Summer,Mexico_Caribbean
9286,AL051995, TS,22.3,-73.2,45.0,1004.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-31 00:00:00,-8148586.726067627,2547582.1334137605,Summer,Atlantic
9287,AL051995, TS,22.6,-73.6,50.0,1003.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-07-31 06:00:00,-8193114.522384935,2583716.5456492887,Summer,Atlantic
9288,AL051995, TS,22.8,-73.9,55.0,999.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-31 12:00:00,-8226510.369622918,2607849.8726871307,Summer,Atlantic
9289,AL051995, TS,23.2,-74.3,60.0,997.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-07-31 18:00:00,-8271038.165940227,2656223.2399355415,Summer,Atlantic
9290,AL051995, HU,23.6,-74.9,70.0,992.0,,,,,,,,,,,,,1995-08-01 00:00:00,-8337829.860416192,2704741.5686532655,Summer,Atlantic
9291,AL051995, HU,24.3,-75.7,75.0,988.0,,,,,,,,,,,,,1995-08-01 06:00:00,-8426885.45305081,2790007.2594144815,Summer,Atlantic
9292,AL051995, HU,25.5,-76.3,75.0,985.0,,,,,,,,,,,,,1995-08-01 12:00:00,-8493677.147526775,2937284.4374238458,Summer,Atlantic
9293,AL051995, HU,26.3,-77.7,75.0,980.0,,,,,,,,,,,,,1995-08-01 18:00:00,-8649524.434637358,3036284.923313025,Summer,Atlantic
9294,AL051995, HU,26.9,-79.0,75.0,982.0,,,,,,,,,,,,,1995-08-02 00:00:00,-8794239.772668613,3110983.616199239,Summer,Atlantic
9295,AL051995, HU,27.7,-80.4,75.0,985.0,,,,,,,,,,,,,1995-08-02 06:00:00,-8950087.059779197,3211203.033771442,Summer,Atlantic
9296,AL051995, TS,28.2,-81.9,50.0,990.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-02 12:00:00,-9117066.295969106,3274212.694353734,Summer,Mexico_Caribbean
9297,AL051995, TS,28.6,-83.4,60.0,988.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-02 18:00:00,-9284045.532159017,3324832.8408428603,Summer,Mexico_Caribbean
9298,AL051995, HU,28.8,-84.7,65.0,985.0,,,,,,,,,,,,,1995-08-03 00:00:00,-9428760.870190272,3350215.060088937,Summer,Mexico_Caribbean
9299,AL051995, HU,29.3,-85.7,70.0,979.0,,,,,,,,,,,,,1995-08-03 06:00:00,-9540080.360983547,3413885.005984231,Summer,Mexico_Caribbean
9300,AL051995, HU,29.8,-86.6,80.0,974.0,,,,,,,,,,,,,1995-08-03 12:00:00,-9640267.90269749,3477867.526706826,Summer,Mexico_Caribbean
9301,AL051995, HU,30.6,-87.5,65.0,985.0,,,,,,,,,,,,,1995-08-03 18:00:00,-9740455.444411438,3580909.760461875,Summer,Mexico_Caribbean
9302,AL051995, TS,31.4,-88.5,45.0,997.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-04 00:00:00,-9851774.935204713,3684806.4424220272,Summer,Mexico_Caribbean
9303,AL051995, TS,32.3,-89.1,35.0,1001.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-04 06:00:00,-9918566.629680675,3802755.0318591143,Summer,Mexico_Caribbean
9304,AL051995, TD,33.2,-89.7,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-04 12:00:00,-9985358.32415664,3921880.8067032457,Summer,Mexico_Caribbean
9305,AL051995, TD,34.1,-90.2,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-04 18:00:00,-10041018.069553277,4042237.4996761656,Summer,Mexico_Caribbean
9306,AL051995, TD,34.8,-90.2,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-05 00:00:00,-10041018.069553277,4136735.049397425,Summer,Mexico_Caribbean
9307,AL051995, TD,35.4,-90.1,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-05 06:00:00,-10029886.12047395,4218373.287173401,Summer,Mexico_Caribbean
9308,AL051995, TD,36.3,-89.8,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-05 12:00:00,-9996490.273235967,4341979.815756793,Summer,Mexico_Caribbean
9309,AL051995, TD,37.5,-88.8,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-05 18:00:00,-9885170.782442695,4509031.393076654,Summer,Mexico_Caribbean
9310,AL051995, TD,38.4,-86.8,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-06 00:00:00,-9662531.800856147,4636087.5271394625,Summer,Mexico_Caribbean
9311,AL051995, TD,38.7,-84.9,20.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-06 06:00:00,-9451024.768348929,4678789.796625012,Summer,Mexico_Caribbean
9312,AL051995, TD,38.8,-82.0,20.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-06 12:00:00,-9128198.245048434,4693063.644295792,Summer,Atlantic
9313,AL061995, TD,20.2,-95.2,20.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-05 18:00:00,-10597615.523519645,2296738.784255179,Summer,Mexico_Caribbean
9314,AL061995, TD,20.5,-95.6,20.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-06 00:00:00,-10642143.319836954,2332357.8126193313,Summer,Mexico_Caribbean
9315,AL061995, TD,20.7,-95.9,20.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-06 06:00:00,-10675539.167074937,2356142.531225168,Summer,Mexico_Caribbean
9316,AL061995, TD,20.9,-96.2,25.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-06 12:00:00,-10708935.01431292,2379958.6429197565,Summer,Mexico_Caribbean
9317,AL061995, TD,21.2,-96.7,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-06 18:00:00,-10764594.759709556,2415742.491125842,Summer,Mexico_Caribbean
9318,AL061995, TD,21.5,-97.5,30.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-07 00:00:00,-10853650.352344174,2451599.0873778537,Summer,Mexico_Caribbean
9319,AL061995, TD,21.7,-98.2,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-07 06:00:00,-10931573.995899467,2475544.533776697,Summer,Mexico_Caribbean
9320,AL061995, TD,21.8,-99.0,20.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-07 12:00:00,-11020629.588534085,2487529.7151387953,Summer,Mexico_Caribbean
9321,AL071995, TD,14.3,-30.8,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-08 00:00:00,-3428640.316432826,1608657.4067022006,Summer,Atlantic
9322,AL071995, TD,14.7,-32.5,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-08 06:00:00,-3617883.4507813915,1654650.287315491,Summer,Atlantic
9323,AL071995, TD,15.0,-34.4,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-08 12:00:00,-3829390.483288611,1689200.1396078935,Summer,Atlantic
9324,AL071995, TS,15.5,-36.4,35.0,1005.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-08 18:00:00,-4052029.4648751584,1746891.5570753578,Summer,Atlantic
9325,AL071995, TS,15.7,-38.3,40.0,1004.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-09 00:00:00,-4263536.497382378,1770006.9811914344,Summer,Atlantic
9326,AL071995, TS,16.0,-40.2,45.0,1003.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-09 06:00:00,-4475043.5298895985,1804722.766257292,Summer,Atlantic
9327,AL071995, TS,16.2,-41.9,45.0,1001.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-09 12:00:00,-4664286.664238163,1827895.5331194468,Summer,Atlantic
9328,AL071995, TS,16.6,-43.7,45.0,1000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-09 18:00:00,-4864661.747666055,1874311.934414086,Summer,Atlantic
9329,AL071995, TS,17.0,-45.6,50.0,998.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-10 00:00:00,-5076168.780173276,1920825.0403774658,Summer,Atlantic
9330,AL071995, TS,17.5,-47.4,55.0,995.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-10 06:00:00,-5276543.863601168,1979106.4997243867,Summer,Atlantic
9331,AL071995, TS,18.0,-49.1,60.0,993.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-10 12:00:00,-5465786.997949733,2037548.5447506013,Summer,Atlantic
9332,AL071995, TS,18.4,-50.8,60.0,991.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-10 18:00:00,-5655030.132298297,2084421.404033635,Summer,Atlantic
9333,AL071995, HU,18.9,-52.4,65.0,987.0,,,,,,,,,,,,,1995-08-11 00:00:00,-5833141.317567536,2143166.0658230092,Summer,Atlantic
9334,AL071995, HU,19.6,-53.9,70.0,980.0,,,,,,,,,,,,,1995-08-11 06:00:00,-6000120.553757446,2225705.1534627816,Summer,Atlantic
9335,AL071995, HU,20.4,-55.4,80.0,972.0,,,,,,,,,,,,,1995-08-11 12:00:00,-6167099.789947356,2320477.1094807815,Summer,Atlantic
9336,AL071995, HU,21.3,-56.5,90.0,965.0,,,,,,,,,,,,,1995-08-11 18:00:00,-6289551.229819957,2427686.5436241785,Summer,Atlantic
9337,AL071995, HU,22.1,-57.8,100.0,955.0,,,,,,,,,,,,,1995-08-12 00:00:00,-6434266.567851213,2523535.6699099964,Summer,Atlantic
9338,AL071995, HU,22.9,-59.0,110.0,943.0,,,,,,,,,,,,,1995-08-12 06:00:00,-6567849.956803141,2619929.8004916054,Summer,Atlantic
9339,AL071995, HU,23.6,-60.2,115.0,932.0,,,,,,,,,,,,,1995-08-12 12:00:00,-6701433.3457550695,2704741.5686532655,Summer,Atlantic
9340,AL071995, HU,24.3,-61.0,120.0,929.0,,,,,,,,,,,,,1995-08-12 18:00:00,-6790488.938389689,2790007.2594144815,Summer,Atlantic
9341,AL071995, HU,25.1,-61.6,115.0,930.0,,,,,,,,,,,,,1995-08-13 00:00:00,-6857280.632865652,2888032.378337789,Summer,Atlantic
9342,AL071995, HU,25.9,-61.9,105.0,937.0,,,,,,,,,,,,,1995-08-13 06:00:00,-6890676.480103634,2986700.777624982,Summer,Atlantic
9343,AL071995, HU,26.6,-62.3,100.0,942.0,,,,,,,,,,,,,1995-08-13 12:00:00,-6935204.276420943,3073585.3046073965,Summer,Atlantic
9344,AL071995, HU,27.4,-62.3,95.0,947.0,,,,,,,,,,,,,1995-08-13 18:00:00,-6935204.276420943,3173535.9663250647,Summer,Atlantic
9345,AL071995, HU,28.2,-62.5,90.0,948.0,,,,,,,,,,,,,1995-08-14 00:00:00,-6957468.174579599,3274212.694353734,Summer,Atlantic
9346,AL071995, HU,29.0,-62.9,80.0,954.0,,,,,,,,,,,,,1995-08-14 06:00:00,-7001995.970896908,3375646.03491931,Summer,Atlantic
9347,AL071995, HU,29.9,-63.4,80.0,962.0,,,,,,,,,,,,,1995-08-14 12:00:00,-7057655.7162935445,3490702.241349621,Summer,Atlantic
9348,AL071995, HU,30.7,-64.1,75.0,962.0,,,,,,,,,,,,,1995-08-14 18:00:00,-7135579.3598488355,3593849.414225508,Summer,Atlantic
9349,AL071995, HU,31.3,-65.1,75.0,962.0,,,,,,,,,,,,,1995-08-15 00:00:00,-7246898.850642109,3671771.4487971356,Summer,Atlantic
9350,AL071995, HU,31.9,-66.2,75.0,964.0,,,,,,,,,,,,,1995-08-15 06:00:00,-7369350.290514711,3750191.2192756766,Summer,Atlantic
9351,AL071995, HU,32.5,-67.4,70.0,968.0,,,,,,,,,,,,,1995-08-15 12:00:00,-7502933.67946664,3829123.8370284378,Summer,Atlantic
9352,AL071995, HU,33.1,-68.8,70.0,965.0,,,,,,,,,,,,,1995-08-15 18:00:00,-7658780.966577222,3908584.825485164,Summer,Atlantic
9353,AL071995, HU,33.5,-70.1,70.0,963.0,,,,,,,,,,,,,1995-08-16 00:00:00,-7803496.304608477,3961860.2174457465,Summer,Atlantic
9354,AL071995, HU,34.0,-71.3,70.0,966.0,,,,,,,,,,,,,1995-08-16 06:00:00,-7937079.693560406,4028802.0261344067,Summer,Atlantic
9355,AL071995, HU,34.6,-72.4,70.0,968.0,,,,,,,,,,,,,1995-08-16 12:00:00,-8059531.133433008,4109654.7335526617,Summer,Atlantic
9356,AL071995, HU,34.8,-72.7,70.0,970.0,,,,,,,,,,,,,1995-08-16 18:00:00,-8092926.9806709895,4136735.049397425,Summer,Atlantic
9357,AL071995, HU,35.3,-72.9,65.0,968.0,,,,,,,,,,,,,1995-08-17 00:00:00,-8115190.878829645,4204725.050936375,Summer,Atlantic
9358,AL071995, HU,35.6,-72.9,65.0,971.0,,,,,,,,,,,,,1995-08-17 06:00:00,-8115190.878829645,4245720.660441582,Summer,Atlantic
9359,AL071995, HU,36.1,-72.7,65.0,972.0,,,,,,,,,,,,,1995-08-17 12:00:00,-8092926.9806709895,4314389.956334434,Summer,Atlantic
9360,AL071995, HU,36.5,-72.2,65.0,973.0,,,,,,,,,,,,,1995-08-17 18:00:00,-8037267.235274353,4369640.510649828,Summer,Atlantic
9361,AL071995, HU,36.8,-71.5,65.0,973.0,,,,,,,,,,,,,1995-08-18 00:00:00,-7959343.591719061,4411265.910262686,Summer,Atlantic
9362,AL071995, HU,37.1,-70.7,65.0,971.0,,,,,,,,,,,,,1995-08-18 06:00:00,-7870287.999084443,4453054.678866078,Summer,Atlantic
9363,AL071995, HU,37.1,-69.9,65.0,970.0,,,,,,,,,,,,,1995-08-18 12:00:00,-7781232.406449824,4453054.678866078,Summer,Atlantic
9364,AL071995, HU,36.9,-68.9,70.0,971.0,,,,,,,,,,,,,1995-08-18 18:00:00,-7669912.915656551,4425177.227865093,Summer,Atlantic
9365,AL071995, HU,36.6,-68.1,70.0,970.0,,,,,,,,,,,,,1995-08-19 00:00:00,-7580857.323021931,4383497.640944776,Summer,Atlantic
9366,AL071995, HU,36.1,-67.8,70.0,970.0,,,,,,,,,,,,,1995-08-19 06:00:00,-7547461.475783949,4314389.956334434,Summer,Atlantic
9367,AL071995, HU,35.7,-67.5,70.0,971.0,,,,,,,,,,,,,1995-08-19 12:00:00,-7514065.628545967,4259419.9655479165,Summer,Atlantic
9368,AL071995, HU,35.4,-67.4,70.0,973.0,,,,,,,,,,,,,1995-08-19 18:00:00,-7502933.67946664,4218373.287173401,Summer,Atlantic
9369,AL071995, HU,35.1,-67.5,65.0,976.0,,,,,,,,,,,,,1995-08-20 00:00:00,-7514065.628545967,4177479.0621810835,Summer,Atlantic
9370,AL071995, TS,35.0,-67.9,60.0,979.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-20 06:00:00,-7558593.424863277,4163881.1440642904,Summer,Atlantic
9371,AL071995, TS,35.4,-68.2,60.0,982.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-20 12:00:00,-7591989.272101259,4218373.287173401,Summer,Atlantic
9372,AL071995, TS,35.9,-68.3,60.0,985.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-20 18:00:00,-7603121.221180585,4286870.23604428,Summer,Atlantic
9373,AL071995, TS,36.6,-67.8,60.0,986.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-21 00:00:00,-7547461.475783949,4383497.640944776,Summer,Atlantic
9374,AL071995, TS,37.7,-67.0,55.0,988.0,,,,,,,,,0.0,0.0,0.0,0.0,1995-08-21 06:00:00,-7458405.88314933,4537132.130042942,Summer,Atlantic
9375,AL071995, TS,39.0,-66.1,50.0,989.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-21 12:00:00,-7358218.341435383,4721671.572580107,Summer,Atlantic
9376,AL071995, TS,40.6,-63.3,50.0,988.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-21 18:00:00,-7046523.767214217,4953519.586791799,Summer,Atlantic
9377,AL071995, TS,42.5,-59.8,50.0,987.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-22 00:00:00,-6656905.549437759,5236173.783920941,Summer,Atlantic
9378,AL071995, TS,44.5,-55.8,50.0,986.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-08-22 06:00:00,-6211627.586264665,5543147.203861799,Summer,Atlantic
