,ID,Latitude_start,Longitude_start,Season_start,Zones_start,x_start,y_start,Year_start,Month_start,Latitude_end,Longitude_end,Season_end,Zones_end,x_end,y_end,Year_end,Month_end,Duration,Distance,Distance_draw
465,AL031999,19.5,-94.4,Summer,Mexico_Caribbean,-10508559.930885026,2213892.1828597244,1999,8,27.6,-103.0,Summer,Mexico_Caribbean,-11465907.551707178,3198635.902825666,1999,8,6.25 days,1615.6068712465467,67855.48859235496
466,AL041999,13.5,-18.9,Summer,Atlantic,-2103938.3759928704,1516914.4453372369,1999,8,40.4,-48.2,Summer,Atlantic,-5365599.456235787,4924240.587205196,1999,8,12.5 days,6597.963333159627,277114.45999270433
467,AL051999,21.5,-67.7,Summer,Atlantic,-7536329.5267046215,2451599.0873778537,1999,8,45.5,-75.6,Autumn,Atlantic,-8415753.503971482,5700582.732404122,1999,9,15.75 days,5147.311896874878,216187.09966874486
468,AL061999,11.5,-53.6,Summer,Atlantic,-5966724.706519464,1288857.180495907,1999,8,23.8,-56.7,Summer,Atlantic,-6311815.127978613,2729056.107633078,1999,8,4.25 days,1543.023993927612,64807.00774495971
469,AL071999,21.6,-96.4,Autumn,Mexico_Caribbean,-10731198.912471574,2463567.673849854,1999,9,25.0,-99.0,Autumn,Mexico_Caribbean,-11020629.588534083,2875744.6243522423,1999,9,1.75 days,476.32581133957405,20005.68407626211
470,AL081999,14.6,-45.6,Autumn,Atlantic,-5076168.780173277,1643144.2622949209,1999,9,49.5,-48.0,Autumn,Atlantic,-5343335.558077132,6360130.740921419,1999,9,11.75 days,8427.707651842578,353963.7213773883
471,AL091999,12.6,-24.2,Autumn,Atlantic,-2693931.6771972207,1414069.6296580816,1999,9,46.6,-51.9,Autumn,Atlantic,-5777481.572170897,5877026.55203768,1999,9,12.0 days,7223.559018393118,303389.47877251095
472,AL101999,25.0,-87.8,Autumn,Mexico_Caribbean,-9773851.29164942,2875744.6243522423,1999,9,26.9,-78.6,Autumn,Atlantic,-8749711.976351302,3110983.6161992387,1999,9,2.75 days,1199.2945538062656,50370.371259863154
473,AL111999,20.1,-94.1,Autumn,Mexico_Caribbean,-10475164.083647044,2284881.0700673275,1999,10,20.4,-96.4,Autumn,Mexico_Caribbean,-10731198.912471574,2320477.1094807815,1999,10,2.25 days,499.00926957437605,20958.389322123796
474,AL121999,14.4,-44.8,Autumn,Atlantic,-4987113.187538656,1620147.8616991916,1999,10,17.3,-48.5,Autumn,Atlantic,-5398995.303473769,1955774.94370358,1999,10,2.75 days,523.6834187604753,21994.703587939963
475,AL131999,15.9,-82.0,Autumn,Mexico_Caribbean,-9128198.245048434,1793145.096901021,1999,10,51.0,-45.0,Autumn,Atlantic,-5009377.085697311,6621293.722740162,1999,10,7.25 days,6222.770708230597,261356.36974568508
476,AL141999,9.8,-50.8,Autumn,Atlantic,-5655030.132298297,1096289.5288369555,1999,10,40.0,-51.8,Autumn,Atlantic,-5766349.623091571,4865942.279503176,1999,10,7.75 days,4827.970075364121,202774.74316529307
477,AL151999,11.4,-80.9,Autumn,Mexico_Caribbean,-9005746.805175833,1277499.1866471171,1999,10,21.2,-89.8,Autumn,Mexico_Caribbean,-9996490.273235967,2415742.491125842,1999,11,3.75 days,1538.3736478807557,64611.69321099174
478,AL161999,16.7,-81.6,Autumn,Mexico_Caribbean,-9083670.448731124,1885931.0405919403,1999,11,18.5,-52.8,Autumn,Atlantic,-5877669.113884845,2096156.5384662848,1999,11,9.5 days,3476.235129437131,146001.8754363595
479,AL012000,21.0,-93.0,Summer,Mexico_Caribbean,-10352712.643774442,2391878.587944315,2000,6,20.8,-93.5,Summer,Mexico_Caribbean,-10408372.38917108,2368046.639617785,2000,6,0.75 days,109.31179343964914,4591.095324465264
480,AL022000,9.5,-19.8,Summer,Atlantic,-2204125.917706817,1062414.311267536,2000,6,9.7,-38.2,Summer,Atlantic,-4252404.548303051,1084994.432557692,2000,6,2.75 days,2050.702012683659,86129.48453271369
481,AL032000,10.8,-18.0,Summer,Atlantic,-2003750.8342789244,1209433.8422168798,2000,8,70.7,-4.9,Summer,Atlantic,-545465.5048870406,11300466.666028662,2000,8,21.5 days,15417.356939541358,647528.9914607371
482,AL042000,28.2,-74.2,Summer,Atlantic,-8259906.216860902,3274212.6943537337,2000,8,29.6,-76.5,Summer,Atlantic,-8515941.04568543,3452236.500838168,2000,8,3.0 days,900.4246889789151,37817.836937114436
483,AL052000,22.5,-93.5,Summer,Mexico_Caribbean,-10408372.38917108,2571663.047173645,2000,8,25.2,-99.8,Summer,Mexico_Caribbean,-11109685.181168703,2900330.1825636644,2000,8,2.0 days,752.1407865759677,31589.913036190643
484,AL062000,14.2,-51.9,Summer,Atlantic,-5777481.572170897,1597172.0624328253,2000,8,18.3,-60.4,Summer,Atlantic,-6723697.243913724,2072693.080975136,2000,8,2.0 days,1045.3874982189875,43906.274925197475
485,AL072000,12.0,-44.5,Summer,Atlantic,-4953717.340300675,1345708.408409107,2000,8,19.5,-77.0,Summer,Mexico_Caribbean,-8571600.791082066,2213892.1828597244,2000,8,4.75 days,3731.85973629185,156738.10892425769
486,AL082000,14.8,-45.2,Autumn,Atlantic,-5031640.9838559665,1666161.5819088097,2000,9,20.0,-58.0,Autumn,Atlantic,-6456530.466009867,2273030.926987689,2000,9,2.25 days,1531.0776178051196,64305.25994781502
487,AL092000,27.5,-93.5,Autumn,Mexico_Caribbean,-10408372.38917108,3186080.2333650086,2000,9,30.0,-94.0,Autumn,Mexico_Caribbean,-10464032.134567717,3503549.843504374,2000,9,0.75 days,286.585582126306,12036.594449304852
488,AL102000,30.9,-70.9,Autumn,Atlantic,-7892551.897243097,3619769.038150872,2000,9,45.5,-53.0,Autumn,Atlantic,-5899933.0120434975,5700582.732404122,2000,9,7.0 days,3495.52719256613,146812.14208777747
489,AL112000,19.8,-87.3,Autumn,Mexico_Caribbean,-9718191.546252783,2249353.171430874,2000,9,43.5,-63.0,Autumn,Atlantic,-7013127.919976235,5388389.272819325,2000,9,6.75 days,4154.610912392954,174493.65832050407
490,AL122000,14.9,-52.2,Autumn,Atlantic,-5810877.419408881,1677678.1860015187,2000,9,46.1,-48.8,Autumn,Atlantic,-5432391.150711752,5796388.797364677,2000,9,10.25 days,9091.479766219509,381842.1501812194
491,AL132000,11.5,-23.0,Autumn,Atlantic,-2560348.2882452924,1288857.180495907,2000,9,62.0,-4.0,Autumn,Atlantic,-445277.9631730943,8859142.800565692,2000,10,12.75 days,11115.792825065912,466863.2986527683
492,AL142000,11.2,-29.6,Autumn,Atlantic,-3295056.9274808983,1254795.1507951734,2000,9,11.9,-64.9,Autumn,Mexico_Caribbean,-7224634.9524834575,1334329.8696704558,2000,10,6.75 days,3970.088601116529,166743.72124689422
493,AL152000,16.1,-82.9,Autumn,Mexico_Caribbean,-9228385.78676238,1816306.2312880496,2000,9,23.8,-101.0,Autumn,Mexico_Caribbean,-11243268.57012063,2729056.107633078,2000,10,7.75 days,2266.6048995161136,95197.40577967677
494,AL162000,29.0,-81.4,Autumn,Mexico_Caribbean,-9061406.55057247,3375646.03491931,2000,10,53.0,-10.0,Autumn,Atlantic,-1113194.9079327355,6982997.920389787,2000,10,6.25 days,8367.806868841813,351447.88849135616
495,AL172000,30.0,-71.2,Autumn,Atlantic,-7925947.744481077,3503549.843504374,2000,10,52.0,-50.5,Autumn,Atlantic,-5621634.285060315,6800125.454397308,2000,10,5.25 days,3596.3147545792967,151045.21969233046
496,AL182000,26.2,-59.9,Autumn,Atlantic,-6668037.498517088,3023872.9604291576,2000,10,39.0,-47.0,Autumn,Atlantic,-5232016.067283859,4721671.572580107,2000,10,3.0 days,2014.3893237435127,84604.35159722753
497,AL192000,21.5,-69.5,Autumn,Atlantic,-7736704.610132514,2451599.0873778537,2000,10,46.0,-59.5,Autumn,Atlantic,-6623509.702199778,5780349.220256355,2000,10,4.5 days,3386.5255348253545,142234.0724626649
498,AL012001,27.5,-95.0,Summer,Mexico_Caribbean,-10575351.62536099,3186080.2333650086,2001,6,43.5,-61.0,Summer,Atlantic,-6790488.938389689,5388389.272819325,2001,6,13.5 days,5101.45107262192,214260.94505012062
499,AL022001,10.9,-42.1,Summer,Atlantic,-4686550.562396818,1220768.416974417,2001,7,13.1,-48.5,Summer,Atlantic,-5398995.303473769,1471159.3451232612,2001,7,1.0 days,750.2302643603265,31509.67110313371
500,AL032001,25.7,-84.8,Summer,Mexico_Caribbean,-9439892.8192696,2961971.853323753,2001,8,37.5,-90.0,Summer,Mexico_Caribbean,-10018754.171394622,4509031.393076654,2001,8,5.75 days,1807.0184109246554,75894.77325883553
501,AL042001,12.8,-37.0,Summer,Atlantic,-4118821.1593511226,1436891.8974580714,2001,8,17.9,-92.2,Summer,Mexico_Caribbean,-10263657.051139824,2025847.032474196,2001,8,7.75 days,6193.078595759035,260109.30102187948
502,AL052001,17.9,-64.3,Summer,Atlantic,-7157843.258007491,2025847.032474196,2001,8,51.0,-40.9,Summer,Atlantic,-4552967.1734448895,6621293.722740162,2001,8,7.0 days,5624.525773933848,236230.0825052216
503,AL062001,12.5,-34.3,Autumn,Atlantic,-3818258.5342092835,1402665.189967927,2001,9,65.0,-35.0,Autumn,Atlantic,-3896182.1777645764,9608371.509933658,2001,9,15.25 days,9641.375856093127,404937.7859559113
504,AL072001,13.9,-28.4,Autumn,Atlantic,-3161473.5385289695,1562746.2994089609,2001,9,34.6,-31.6,Autumn,Atlantic,-3517695.909067445,4109654.7335526617,2001,9,11.25 days,5552.993982840017,233225.74727928074
505,AL082001,25.8,-84.1,Autumn,Mexico_Caribbean,-9361969.175714308,2974331.0993660805,2001,9,57.5,-31.0,Autumn,Atlantic,-3450904.2145914813,7863008.51105118,2001,9,10.0 days,7101.648545844839,298269.23892548325
506,AL092001,13.4,-81.9,Autumn,Mexico_Caribbean,-9117066.295969106,1505468.5717959332,2001,9,14.5,-85.1,Autumn,Mexico_Caribbean,-9473288.66650758,1631643.4670073597,2001,9,0.5 days,373.9283475651148,15704.99059773482
507,AL102001,25.1,-64.2,Autumn,Atlantic,-7146711.308928164,2888032.378337789,2001,9,41.5,-44.5,Autumn,Atlantic,-4953717.340300675,5086373.649287362,2001,9,6.25 days,3802.5141388673856,159705.5938324302
508,AL112001,12.3,-58.2,Autumn,Atlantic,-6478794.364168523,1379869.5080911643,2001,10,16.2,-91.9,Autumn,Mexico_Caribbean,-10230261.203901842,1827895.5331194468,2001,10,5.0 days,3817.008388937167,160314.352335361
509,AL122001,10.6,-50.6,Autumn,Atlantic,-5632766.234139644,1186775.9750006357,2001,10,14.5,-66.0,Autumn,Mexico_Caribbean,-7347086.392356058,1631643.4670073597,2001,10,2.25 days,1777.59091979599,74658.81863143158
510,AL132001,27.5,-63.0,Autumn,Atlantic,-7013127.919976235,3186080.2333650086,2001,10,48.0,-62.0,Autumn,Atlantic,-6901808.4291829625,6106854.83488507,2001,10,4.5 days,2679.2127170086537,112526.93411436345
511,AL142001,27.2,-34.9,Autumn,Atlantic,-3885050.228685248,3148481.4043987663,2001,10,37.4,-43.1,Autumn,Atlantic,-4797870.053190092,4495009.258626321,2001,10,3.75 days,2224.1872942064097,93415.86635666921
512,AL152001,13.3,-83.6,Autumn,Mexico_Caribbean,-9306309.43031767,1494027.4564185012,2001,10,28.7,-66.5,Autumn,Atlantic,-7402746.137752692,3337517.8870298383,2001,11,8.0 days,3182.3487311229464,133658.64670716375
513,AL162001,33.9,-50.4,Autumn,Atlantic,-5610502.335980988,4015382.36007316,2001,11,45.0,-48.0,Autumn,Atlantic,-5343335.558077132,5621521.486192066,2001,11,2.75 days,1279.7291134260531,53748.62276389423
514,AL172001,30.5,-51.0,Autumn,Atlantic,-5677294.030456953,3567983.4559358223,2001,11,27.0,-67.4,Winter,Atlantic,-7502933.67946664,3123471.749104576,2001,12,11.5 days,4456.719954762324,187182.2381000176
515,AL012002,34.3,-76.8,Summer,Atlantic,-8549336.892923411,4069156.1828074576,2002,7,56.0,-51.0,Summer,Atlantic,-5677294.030456953,7558415.656081783,2002,7,4.75 days,4673.6555491529225,196293.53306442275
516,AL022002,29.0,-88.5,Summer,Mexico_Caribbean,-9851774.935204713,3375646.03491931,2002,8,27.5,-97.7,Summer,Mexico_Caribbean,-10875914.250502827,3186080.2333650086,2002,8,4.75 days,1281.9198525174568,53840.63380573318
517,AL032002,32.0,-77.2,Summer,Atlantic,-8593864.68924072,3763310.6271446524,2002,8,31.0,-72.0,Summer,Atlantic,-8015003.337115698,3632749.143384427,2002,8,3.0 days,806.260120924944,33862.92507884765
518,AL042002,9.5,-31.2,Summer,Atlantic,-3473168.1127501363,1062414.311267536,2002,8,24.0,-52.5,Autumn,Atlantic,-5844273.266646863,2753408.109364979,2002,9,6.25 days,3398.4757374940796,142735.98097475135
519,AL052002,29.2,-78.8,Autumn,Atlantic,-8771975.874509959,3401126.2640664913,2002,9,28.5,-86.0,Autumn,Mexico_Caribbean,-9573476.208221527,3312159.8598184395,2002,9,4.75 days,1183.2347719756958,49695.860422979225
520,AL062002,28.0,-93.8,Autumn,Mexico_Caribbean,-10441768.23640906,3248973.7896509725,2002,9,26.5,-101.0,Autumn,Mexico_Caribbean,-11243268.57012063,3061141.038886033,2002,9,5.25 days,1182.4416283574465,49662.54839101275
521,AL072002,24.3,-47.5,Autumn,Atlantic,-5287675.812680495,2790007.2594144815,2002,9,24.4,-51.3,Autumn,Atlantic,-5710689.877694935,2802226.156991253,2002,9,1.0 days,416.6452972314215,17499.102483719704
522,AL082002,29.0,-71.0,Autumn,Atlantic,-7903683.846322424,3375646.03491931,2002,9,62.5,-54.5,Autumn,Atlantic,-6066912.24823341,8978686.319347698,2002,9,6.5 days,5501.567829648472,231065.84884523583
523,AL092002,26.3,-86.6,Autumn,Mexico_Caribbean,-9640267.90269749,3036284.923313025,2002,9,33.0,-85.0,Autumn,Mexico_Caribbean,-9462156.717428254,3895303.963393895,2002,9,3.5 days,1245.9277394770722,52328.965058037036
524,AL102002,10.0,-60.5,Autumn,Atlantic,-6734829.192993051,1118889.9748579594,2002,9,40.9,-79.5,Autumn,Atlantic,-8849899.51806525,4997602.8571676565,2002,9,13.0 days,6672.169850176287,280231.133707404
525,AL112002,32.7,-52.4,Autumn,Atlantic,-5833141.317567538,3855551.3465079404,2002,9,41.5,-43.3,Autumn,Atlantic,-4820133.951348745,5086373.649287362,2002,9,2.0 days,1479.3557959422296,62132.94342957364
526,AL122002,28.3,-51.8,Autumn,Atlantic,-5766349.623091571,3286849.8476637644,2002,9,36.7,-74.1,Autumn,Atlantic,-8248774.2677815715,4397372.744462241,2002,10,21.75 days,7135.132636262287,299675.57072301605
527,AL132002,10.2,-44.6,Autumn,Atlantic,-4964849.289380002,1141504.3357174315,2002,9,35.8,-90.0,Autumn,Mexico_Caribbean,-10018754.171394622,4273136.462385053,2002,10,12.75 days,6775.674883031711,284578.34508733184
528,AL142002,16.9,-82.6,Autumn,Mexico_Caribbean,-9194989.939524395,1909187.551694071,2002,10,22.4,-80.5,Autumn,Mexico_Caribbean,-8961219.008858522,2559618.259501404,2002,10,2.25 days,744.032997764634,31249.38590611463
529,AL012003,29.1,-66.2,Spring,Atlantic,-7369350.290514711,3388379.9613727783,2003,4,36.1,-22.4,Spring,Atlantic,-2493556.593769328,4314389.9563344335,2003,4,9.5 days,6161.130463474371,258767.4794659236
530,AL022003,9.5,-40.8,Summer,Atlantic,-4541835.224365562,1062414.311267536,2003,6,9.7,-45.9,Summer,Atlantic,-5109564.6274112575,1084994.432557692,2003,6,0.75 days,565.7470683261681,23761.37686969906
531,AL032003,19.5,-89.0,Summer,Mexico_Caribbean,-9907434.68060135,2213892.1828597244,2003,6,37.3,-79.5,Summer,Atlantic,-8849899.51806525,4481005.822925863,2003,7,4.75 days,2701.6344847426053,113468.64835918942
532,AL042003,11.1,-53.5,Summer,Atlantic,-5955592.757440138,1243449.0341084227,2003,7,30.9,-107.7,Summer,Mexico_Caribbean,-11989109.158435564,3619769.038150872,2003,7,10.5 days,6614.815160786606,277822.23675303743
533,AL052003,30.8,-54.1,Summer,Atlantic,-6022384.4519161,3606802.484325358,2003,7,31.0,-43.5,Summer,Atlantic,-4842397.849507402,3632749.143384427,2003,7,10.75 days,5147.164075318513,216180.89116337756
534,AL062003,12.3,-43.5,Summer,Atlantic,-4842397.849507402,1379869.5080911643,2003,7,14.0,-57.4,Summer,Atlantic,-6389738.771533904,1574216.548161465,2003,7,1.75 days,1547.3410959911414,64988.32603162794
535,AL072003,29.3,-80.1,Summer,Atlantic,-8916691.212541213,3413885.005984232,2003,7,33.0,-83.0,Summer,Mexico_Caribbean,-9239517.735841706,3895303.963393895,2003,7,1.5 days,525.8818893200573,22087.039351442407
536,AL082003,26.4,-83.3,Summer,Mexico_Caribbean,-9272913.583079688,3048707.5973286973,2003,8,24.7,-100.3,Summer,Mexico_Caribbean,-11165344.92656534,2838941.1269646613,2003,8,2.25 days,1863.3160453716132,78259.27390560776
537,AL092003,14.5,-65.5,Summer,Mexico_Caribbean,-7291426.6469594175,1631643.4670073597,2003,8,16.2,-68.2,Summer,Mexico_Caribbean,-7591989.272101259,1827895.5331194468,2003,8,0.75 days,353.429074881826,14844.021145036693
538,AL102003,14.6,-30.7,Summer,Atlantic,-3417508.367353499,1643144.2622949209,2003,8,60.0,-27.0,Autumn,Atlantic,-3005626.251418386,8399737.889818361,2003,9,13.0 days,9986.037667506132,419413.58203525754
539,AL112003,24.3,-92.4,Summer,Mexico_Caribbean,-10285920.94929848,2790007.2594144815,2003,8,34.6,-94.5,Autumn,Mexico_Caribbean,-10519691.879964354,4109654.7335526617,2003,9,2.75 days,1395.6830000887164,58618.68600372609
540,AL122003,27.4,-87.7,Autumn,Mexico_Caribbean,-9762719.342570093,3173535.966325065,2003,9,32.9,-75.3,Autumn,Atlantic,-8382357.656733502,3882038.1457198407,2003,9,5.0 days,1620.6532859959068,68067.43801182808
541,AL132003,13.8,-31.4,Autumn,Atlantic,-3495432.0109087904,1551281.0038815641,2003,9,48.0,-81.0,Autumn,Atlantic,-9016878.75425516,6106854.83488507,2003,9,14.0 days,7385.67096664622,310198.1805991412
542,AL142003,11.6,-21.7,Autumn,Atlantic,-2415632.9502140367,1300219.208188275,2003,9,15.9,-25.2,Autumn,Atlantic,-2805251.167990494,1793145.096901021,2003,9,2.25 days,761.1818093753636,31969.635993765274
543,AL152003,28.2,-62.4,Autumn,Atlantic,-6946336.225500273,3274212.6943537337,2003,9,49.8,-62.4,Autumn,Atlantic,-6946336.225500273,6411711.138972005,2003,9,5.0 days,2544.1677408502696,106855.04511571133
544,AL162003,11.8,-37.7,Autumn,Atlantic,-4196744.802906415,1322955.5151757807,2003,9,63.0,-6.0,Autumn,Atlantic,-667916.9447596415,9100250.907059548,2003,10,14.25 days,12186.022920515143,511812.962661636
545,AL172003,18.5,-84.7,Autumn,Mexico_Caribbean,-9428760.870190272,2096156.5384662848,2003,9,15.8,-95.3,Autumn,Mexico_Caribbean,-10608747.472598972,1781573.1821900643,2003,10,10.0 days,1864.2814890895033,78299.82254175915
546,AL182003,19.1,-68.8,Autumn,Atlantic,-7658780.966577223,2166712.8397487444,2003,10,25.9,-67.7,Autumn,Atlantic,-7536329.5267046215,2986700.777624982,2003,10,3.25 days,1329.2028246827908,55826.51863667722
547,AL192003,9.5,-37.0,Autumn,Atlantic,-4118821.1593511226,1062414.311267536,2003,10,27.7,-67.0,Autumn,Atlantic,-7458405.88314933,3211203.033771442,2003,11,19.75 days,8179.042759077635,343519.7958812607
548,AL202003,12.9,-76.2,Winter,Mexico_Caribbean,-8482545.198447447,1448309.802150294,2003,12,31.9,-47.7,Winter,Atlantic,-5309939.710839151,3750191.2192756766,2003,12,5.25 days,3862.142005788421,162209.96424311367
549,AL212003,27.5,-34.5,Winter,Atlantic,-3840522.432367938,3186080.2333650086,2003,12,27.5,-35.0,Winter,Atlantic,-3896182.1777645764,3186080.2333650086,2003,12,3.5 days,1959.1553079759883,82284.5229349915
550,AL012004,30.3,-78.3,Summer,Atlantic,-8716316.12911332,3542170.6276430194,2004,7,47.4,-32.7,Summer,Atlantic,-3640147.348940048,6007610.414387712,2004,8,6.0 days,5494.228644929143,230757.603087024
551,AL022004,12.9,-53.6,Summer,Atlantic,-5966724.706519464,1448309.802150294,2004,8,39.0,-73.5,Summer,Atlantic,-8181982.573305608,4721671.572580107,2004,8,10.5 days,6914.2074535177735,290396.7130477465
552,AL032004,11.4,-59.2,Summer,Atlantic,-6590113.854961798,1277499.1866471171,2004,8,41.2,-71.1,Summer,Atlantic,-7914815.795401751,5041886.526155255,2004,8,6.0 days,5480.792768840162,230193.29629128682
553,AL042004,12.3,-21.8,Summer,Atlantic,-2426764.899293364,1379869.5080911643,2004,8,36.4,-45.2,Summer,Atlantic,-5031640.9838559665,4355801.264971882,2004,8,11.25 days,4898.329629598606,205729.84444314142
554,AL052004,9.0,-45.6,Summer,Atlantic,-5076168.780173277,1006021.0627551336,2004,8,12.1,-62.8,Summer,Mexico_Caribbean,-6990864.021817581,1357091.169157998,2004,8,2.0 days,1936.932647057913,81351.17117643236
555,AL062004,11.1,-35.2,Summer,Atlantic,-3918446.075923232,1243449.0341084227,2004,8,47.2,-64.2,Autumn,Atlantic,-7146711.308928164,5974780.482145987,2004,9,16.75 days,9114.91887117763,382826.59258946043
556,AL072004,31.8,-78.1,Summer,Atlantic,-8694052.230954666,3737086.056237236,2004,8,52.0,-28.9,Autumn,Atlantic,-3217133.2839256064,6800125.454397308,2004,9,6.5 days,6128.7502135974155,257407.50897109145
557,AL082004,29.0,-65.2,Summer,Atlantic,-7258030.7997214375,3375646.03491931,2004,8,43.1,-70.5,Summer,Atlantic,-7848024.100925787,5327205.2742704535,2004,8,3.75 days,1966.126830288667,82577.32687212402
558,AL092004,9.7,-27.6,Autumn,Atlantic,-3072417.9458943508,1084994.432557692,2004,9,30.1,-94.2,Autumn,Mexico_Caribbean,-10486296.032726372,3516410.3982930523,2004,9,21.5 days,12837.599024399302,539179.1590247707
559,AL102004,31.5,-39.7,Autumn,Atlantic,-4419383.784492961,3697855.330337703,2004,9,35.3,-29.5,Autumn,Atlantic,-3283924.9784015706,4204725.050936375,2004,9,3.0 days,1358.4763457408555,57056.00652111593
560,AL112004,15.9,-60.0,Autumn,Atlantic,-6679169.447596415,1793145.096901021,2004,9,38.5,-72.5,Autumn,Atlantic,-8070663.082512335,4650301.836738959,2004,9,15.75 days,6243.383519570812,262222.1078219741
561,AL122004,11.2,-29.2,Autumn,Atlantic,-3250529.1311635883,1254795.1507951734,2004,9,65.5,13.5,Autumn,Atlantic,1502813.125709193,9741323.354045222,2004,9,11.75 days,11585.648350636513,486597.2307267336
562,AL132004,13.3,-32.4,Autumn,Atlantic,-3606751.5017020637,1494027.4564185012,2004,9,44.5,-30.0,Autumn,Atlantic,-3339584.7237982075,5543147.203861799,2004,10,13.5 days,6487.031159823031,272455.3087125673
563,AL142004,24.0,-95.4,Autumn,Mexico_Caribbean,-10619879.421678301,2753408.109364979,2004,10,33.6,-91.9,Autumn,Mexico_Caribbean,-10230261.203901842,3975217.429260809,2004,10,2.75 days,1342.550772820728,56387.13245847058
564,AL152004,30.0,-65.2,Autumn,Atlantic,-7258030.7997214375,3503549.843504374,2004,10,38.5,-60.5,Autumn,Atlantic,-6734829.192993051,4650301.836738959,2004,10,1.75 days,1260.1036611235163,52924.353767187684
565,AL162004,28.0,-40.0,Autumn,Atlantic,-4452779.631730943,3248973.7896509725,2004,11,26.1,-51.4,Winter,Atlantic,-5721821.826774263,3011471.6524781864,2004,12,9.5 days,2818.833527026865,118391.00813512833
566,AL012005,16.9,-84.0,Summer,Mexico_Caribbean,-9350837.22663498,1909187.551694071,2005,6,44.8,-77.6,Summer,Atlantic,-8638392.48555803,5590090.3415273065,2005,6,5.5 days,3804.0924801393107,159771.88416585105
567,AL022005,19.7,-95.4,Summer,Mexico_Caribbean,-10619879.421678301,2237525.4679237073,2005,6,22.0,-98.5,Summer,Mexico_Caribbean,-10964969.843137447,2511525.234845713,2005,6,1.25 days,432.17657167887097,18151.41601051258
568,AL032005,18.3,-86.7,Summer,Mexico_Caribbean,-9651399.85177682,2072693.080975136,2005,7,48.5,-62.5,Summer,Atlantic,-6957468.174579599,6190443.809135449,2005,7,7.5 days,5272.751434793472,221455.56026132582
569,AL042005,12.0,-60.8,Summer,Atlantic,-6768225.040231032,1345708.408409107,2005,7,45.8,-79.8,Summer,Atlantic,-8883295.365303231,5748356.801602939,2005,7,13.5 days,6335.623802672879,266096.1997122609
570,AL052005,10.7,-42.4,Summer,Atlantic,-4719946.4096348,1198103.0405602609,2005,7,25.0,-101.1,Summer,Mexico_Caribbean,-11254400.519199958,2875744.6243522423,2005,7,10.5 days,6740.2338581265485,283089.822041315
571,AL062005,25.0,-75.0,Summer,Atlantic,-8348961.809495519,2875744.6243522423,2005,7,47.5,-46.0,Summer,Atlantic,-5120696.576490585,6024072.119373783,2005,7,9.25 days,4771.1453096504165,200388.1030053175
572,AL072005,19.3,-92.9,Summer,Mexico_Caribbean,-10341580.694695117,2190288.0931170927,2005,7,22.5,-101.4,Summer,Mexico_Caribbean,-11287796.366437942,2571663.047173645,2005,7,2.0 days,1021.0954207957093,42886.007673419794
573,AL082005,28.2,-68.8,Summer,Atlantic,-7658780.966577223,3274212.6943537337,2005,8,42.0,-32.5,Summer,Atlantic,-3617883.450781392,5160979.444049783,2005,8,11.25 days,5256.1577892469,220758.62714836982
574,AL092005,12.9,-33.5,Summer,Atlantic,-3729202.941574665,1448309.802150294,2005,8,43.3,-48.9,Summer,Atlantic,-5443523.099791078,5357746.958178199,2005,8,13.75 days,7499.360218122921,314973.12916116265
575,AL102005,13.3,-43.6,Summer,Atlantic,-4853529.798586728,1494027.4564185012,2005,8,18.0,-60.1,Summer,Atlantic,-6690301.396675742,2037548.5447506013,2005,8,5.0 days,1981.7673773209071,83234.2298474781
576,AL112005,19.4,-94.5,Summer,Mexico_Caribbean,-10519691.879964354,2202086.5110550304,2005,8,19.7,-97.7,Summer,Mexico_Caribbean,-10875914.250502827,2237525.4679237073,2005,8,1.0 days,355.743731048275,14941.23670402755
577,AL122005,23.1,-75.1,Summer,Atlantic,-8360093.758574845,2644116.4340022057,2005,8,40.1,-82.9,Summer,Atlantic,-9228385.78676238,4880484.665662283,2005,8,7.5 days,3557.7497912854055,149425.49123398704
578,AL132005,14.0,-45.1,Summer,Atlantic,-5020509.034776638,1574216.548161465,2005,8,37.4,-53.9,Autumn,Atlantic,-6000120.553757446,4495009.258626321,2005,9,6.25 days,3438.3457545836022,144410.5216925113
579,AL142005,18.8,-45.5,Autumn,Atlantic,-5065036.831093948,2131403.2476535104,2005,9,63.0,-0.0,Autumn,Atlantic,-0.0,9100250.907059548,2005,9,12.5 days,9152.750114550885,384415.50481113716
580,AL152005,28.4,-67.0,Autumn,Atlantic,-7458405.88314933,3299498.88249632,2005,9,46.0,-25.0,Autumn,Atlantic,-2782987.2698318395,5780349.220256355,2005,9,7.0 days,5089.081404478971,213741.41898811678
581,AL162005,25.8,-78.6,Autumn,Atlantic,-8749711.976351302,2974331.0993660805,2005,9,68.8,6.6,Autumn,Atlantic,734708.6392356056,10688941.371554298,2005,9,16.75 days,11024.869851964637,463044.53378251474
582,AL172005,13.3,-54.5,Autumn,Atlantic,-6066912.24823341,1494027.4564185012,2005,9,28.6,-62.8,Autumn,Atlantic,-6990864.021817581,3324832.8408428608,2005,9,6.75 days,2713.6132199186964,113971.75523658525
583,AL182005,21.3,-69.9,Autumn,Atlantic,-7781232.406449824,2427686.5436241785,2005,9,39.5,-88.0,Autumn,Mexico_Caribbean,-9796115.189808074,4793547.459104806,2005,9,8.25 days,4190.721890204638,176010.3193885948
